"";"codmun";"nome";"uf";"string";"lat";"lon"
"2641";3135076;"Jampruca";"Minas Gerais";"Jampruca, Minas Gerais, Brasil";-18,4614443;-41,8061238
"2642";3135100;"Janaúba";"Minas Gerais";"Janaúba, Minas Gerais, Brasil";-15,8003598;-43,311456
"2643";3135209;"Januária";"Minas Gerais";"Januária, Minas Gerais, Brasil";-15,4874999;-44,3611109
"2644";3135308;"Japaraíba";"Minas Gerais";"Japaraíba, Minas Gerais, Brasil";-20,1416345;-45,5032098
"2645";3135357;"Japonvar";"Minas Gerais";"Japonvar, Minas Gerais, Brasil";-15,9980388;-44,2755056
"2646";3135407;"Jeceaba";"Minas Gerais";"Jeceaba, Minas Gerais, Brasil";-20,5358329;-43,9833329
"2647";3135456;"Jenipapo de Minas";"Minas Gerais";"Jenipapo de Minas, Minas Gerais, Brasil";-17,0849299;-42,2595759
"2648";3135506;"Jequeri";"Minas Gerais";"Jequeri, Minas Gerais, Brasil";-20,4530559;-42,6661109
"2649";3135605;"Jequitaí";"Minas Gerais";"Jequitaí, Minas Gerais, Brasil";-17,2328216;-44,4383462
"2650";3135704;"Jequitibá";"Minas Gerais";"Jequitibá, Minas Gerais, Brasil";-19,2352769;-44,0283339
"2651";3135803;"Jequitinhonha";"Minas Gerais";"Jequitinhonha, Minas Gerais, Brasil";-16,4333329;-41,0030559
"2652";3135902;"Jesuânia";"Minas Gerais";"Jesuânia, Minas Gerais, Brasil";-21,9977769;-45,2908329
"2653";3136009;"Joaíma";"Minas Gerais";"Joaíma, Minas Gerais, Brasil";-16,6563138;-41,0234955
"2654";3136108;"Joanésia";"Minas Gerais";"Joanésia, Minas Gerais, Brasil";-19,1756281;-42,6815533
"2655";3136207;"João Monlevade";"Minas Gerais";"João Monlevade, Minas Gerais, Brasil";-19,8094439;-43,1733339
"2656";3136306;"João Pinheiro";"Minas Gerais";"João Pinheiro, Minas Gerais, Brasil";-17,7427769;-46,1752779
"2657";3136405;"Joaquim Felício";"Minas Gerais";"Joaquim Felício, Minas Gerais, Brasil";-17,7602436;-44,1701634
"2658";3136504;"Jordânia";"Minas Gerais";"Jordânia, Minas Gerais, Brasil";-15,8994439;-40,1788889
"2659";3136520;"José Gonçalves de Minas";"Minas Gerais";"José Gonçalves de Minas, Minas Gerais, Brasil";-16,9053289;-42,6013839
"2660";3136553;"José Raydan";"Minas Gerais";"José Raydan, Minas Gerais, Brasil";-18,2193999;-42,4988999
"2661";3136579;"Josenópolis";"Minas Gerais";"Josenópolis, Minas Gerais, Brasil";-16,5460933;-42,5140962
"2662";3136652;"Juatuba";"Minas Gerais";"Juatuba, Minas Gerais, Brasil";-19,9565246;-44,3376005
"2663";3136702;"Juiz de Fora";"Minas Gerais";"Juiz de Fora, Minas Gerais, Brasil";-21,7609532;-43,3501128
"2664";3136801;"Juramento";"Minas Gerais";"Juramento, Minas Gerais, Brasil";-16,845829;-43,586735
"2665";3136900;"Juruaia";"Minas Gerais";"Juruaia, Minas Gerais, Brasil";-21,2527779;-46,5772229
"2666";3136959;"Juvenília";"Minas Gerais";"Juvenília, Minas Gerais, Brasil";-14,2660794;-44,1618527
"2667";3137007;"Ladainha";"Minas Gerais";"Ladainha, Minas Gerais, Brasil";-17,6265077;-41,7385788
"2668";3137106;"Lagamar";"Minas Gerais";"Lagamar, Minas Gerais, Brasil";-18,1786109;-46,8074999
"2669";3137205;"Lagoa da Prata";"Minas Gerais";"Lagoa da Prata, Minas Gerais, Brasil";-20,0227779;-45,5440461
"2670";3137304;"Lagoa dos Patos";"Minas Gerais";"Lagoa dos Patos, Minas Gerais, Brasil";-16,9813366;-44,5783124
"2671";3137403;"Lagoa Dourada";"Minas Gerais";"Lagoa Dourada, Minas Gerais, Brasil";-20,9144439;-44,0777779
"2672";3137502;"Lagoa Formosa";"Minas Gerais";"Lagoa Formosa, Minas Gerais, Brasil";-18,7741895;-46,408251
"2673";3137536;"Lagoa Grande";"Minas Gerais";"Lagoa Grande, Minas Gerais, Brasil";-17,8361109;-46,5172229
"2674";3137601;"Lagoa Santa";"Minas Gerais";"Lagoa Santa, Minas Gerais, Brasil";-19,6357375;-43,8966131
"2675";3137700;"Lajinha";"Minas Gerais";"Lajinha, Minas Gerais, Brasil";-20,1523953;-41,6237207
"2676";3137809;"Lambari";"Minas Gerais";"Lambari, Minas Gerais, Brasil";-21,9754008;-45,3505414
"2677";3137908;"Lamim";"Minas Gerais";"Lamim, Minas Gerais, Brasil";-20,7905385;-43,4733217
"2678";3138005;"Laranjal";"Minas Gerais";"Laranjal, Minas Gerais, Brasil";-21,3652779;-42,4777779
"2679";3138104;"Lassance";"Minas Gerais";"Lassance, Minas Gerais, Brasil";-17,8869439;-44,5766669
"2680";3138203;"Lavras";"Minas Gerais";"Lavras, Minas Gerais, Brasil";-21,2425068;-44,9991894
"2681";3138302;"Leandro Ferreira";"Minas Gerais";"Leandro Ferreira, Minas Gerais, Brasil";-19,7169641;-45,0244992
"2682";3138351;"Leme do Prado";"Minas Gerais";"Leme do Prado, Minas Gerais, Brasil";-17,081379;-42,6922702
"2683";3138401;"Leopoldina";"Minas Gerais";"Leopoldina, Minas Gerais, Brasil";-21,5314281;-42,6403533
"2684";3138500;"Liberdade";"Minas Gerais";"Liberdade, Minas Gerais, Brasil";-22,0288889;-44,3194449
"2685";3138609;"Lima Duarte";"Minas Gerais";"Lima Duarte, Minas Gerais, Brasil";-21,8427769;-43,7927769
"2686";3138625;"Limeira do Oeste";"Minas Gerais";"Limeira do Oeste, Minas Gerais, Brasil";-19,5521958;-50,5772672
"2687";3138658;"Lontra";"Minas Gerais";"Lontra, Minas Gerais, Brasil";-15,9034781;-44,3030382
"2688";3138674;"Luisburgo";"Minas Gerais";"Luisburgo, Minas Gerais, Brasil";-20,4393999;-42,1024999
"2689";3138682;"Luislândia";"Minas Gerais";"Luislândia, Minas Gerais, Brasil";-16,1150168;-44,5849348
"2690";3138708;"Luminárias";"Minas Gerais";"Luminárias, Minas Gerais, Brasil";-21,5108144;-44,9035046
"2691";3138807;"Luz";"Minas Gerais";"Luz, Minas Gerais, Brasil";-19,787117;-45,6846735
"2692";3138906;"Machacalis";"Minas Gerais";"Machacalis, Minas Gerais, Brasil";-17,0770335;-40,718741
"2693";3139003;"Machado";"Minas Gerais";"Machado, Minas Gerais, Brasil";-21,6850716;-45,9194808
"2694";3139102;"Madre de Deus de Minas";"Minas Gerais";"Madre de Deus de Minas, Minas Gerais, Brasil";-21,4822229;-44,3297229
"2695";3139201;"Malacacheta";"Minas Gerais";"Malacacheta, Minas Gerais, Brasil";-17,8430549;-42,0777779
"2696";3139250;"Mamonas";"Minas Gerais";"Mamonas, Minas Gerais, Brasil";-15,0477098;-42,9499585
"2697";3139300;"Manga";"Minas Gerais";"Manga, Minas Gerais, Brasil";-14,7528034;-43,9417043
"2698";3139409;"Manhuaçu";"Minas Gerais";"Manhuaçu, Minas Gerais, Brasil";-20,2574433;-42,0340768
"2699";3139508;"Manhumirim";"Minas Gerais";"Manhumirim, Minas Gerais, Brasil";-20,359914;-41,9554605
"2700";3139607;"Mantena";"Minas Gerais";"Mantena, Minas Gerais, Brasil";-18,7809936;-40,9808278
"2701";3139805;"Mar de Espanha";"Minas Gerais";"Mar de Espanha, Minas Gerais, Brasil";-21,8669449;-43,0099999
"2702";3139706;"Maravilhas";"Minas Gerais";"Maravilhas, Minas Gerais, Brasil";-19,5152779;-44,6763889
"2703";3139904;"Maria da Fé";"Minas Gerais";"Maria da Fé, Minas Gerais, Brasil";-22,3080559;-45,3755559
"2704";3140001;"Mariana";"Minas Gerais";"Mariana, Minas Gerais, Brasil";-20,3781467;-43,4174861
"2705";3140100;"Marilac";"Minas Gerais";"Marilac, Minas Gerais, Brasil";-18,5074999;-42,0802779
"2706";3140159;"Mário Campos";"Minas Gerais";"Mário Campos, Minas Gerais, Brasil";-20,0510999;-44,1857999
"2707";3140209;"Maripá de Minas";"Minas Gerais";"Maripá de Minas, Minas Gerais, Brasil";-21,6974999;-42,9591669
"2708";3140308;"Marliéria";"Minas Gerais";"Marliéria, Minas Gerais, Brasil";-19,68264335;-42,5976430431818
"2709";3140407;"Marmelópolis";"Minas Gerais";"Marmelópolis, Minas Gerais, Brasil";-22,4488889;-45,1652779
"2710";3140506;"Martinho Campos";"Minas Gerais";"Martinho Campos, Minas Gerais, Brasil";-19,3319449;-45,2366659
"2711";3140530;"Martins Soares";"Minas Gerais";"Martins Soares, Minas Gerais, Brasil";-20,2566999;-41,8768999
"2712";3140555;"Mata Verde";"Minas Gerais";"Mata Verde, Minas Gerais, Brasil";-15,6879527;-40,739283
"2713";3140605;"Materlândia";"Minas Gerais";"Materlândia, Minas Gerais, Brasil";-18,4738889;-43,0599999
"2714";3140704;"Mateus Leme";"Minas Gerais";"Mateus Leme, Minas Gerais, Brasil";-19,9866659;-44,4280559
"2715";3171501;"Mathias Lobato";"Minas Gerais";"Mathias Lobato, Minas Gerais, Brasil";-18,5760458;-41,9155447
"2716";3140803;"Matias Barbosa";"Minas Gerais";"Matias Barbosa, Minas Gerais, Brasil";-21,8691642;-43,3180623
"2717";3140852;"Matias Cardoso";"Minas Gerais";"Matias Cardoso, Minas Gerais, Brasil";-14,8603468;-43,9210643
"2718";3140902;"Matipó";"Minas Gerais";"Matipó, Minas Gerais, Brasil";-20,3029274;-42,300888025
"2719";3141009;"Mato Verde";"Minas Gerais";"Mato Verde, Minas Gerais, Brasil";-15,3965134;-42,8598805
"2720";3141108;"Matozinhos";"Minas Gerais";"Matozinhos, Minas Gerais, Brasil";-19,5576546;-44,0816034
"2721";3141207;"Matutina";"Minas Gerais";"Matutina, Minas Gerais, Brasil";-19,2219559;-45,9701653
"2722";3141306;"Medeiros";"Minas Gerais";"Medeiros, Minas Gerais, Brasil";-19,994583;-46,2223568
"2723";3141405;"Medina";"Minas Gerais";"Medina, Minas Gerais, Brasil";-16,2270465;-41,4763372
"2724";3141504;"Mendes Pimentel";"Minas Gerais";"Mendes Pimentel, Minas Gerais, Brasil";-18,6611109;-41,4044439
"2725";3141603;"Mercês";"Minas Gerais";"Mercês, Minas Gerais, Brasil";-21,1947264;-43,3407271
"2726";3141702;"Mesquita";"Minas Gerais";"Mesquita, Minas Gerais, Brasil";-19,2216669;-42,6072219
"2727";3141801;"Minas Novas";"Minas Gerais";"Minas Novas, Minas Gerais, Brasil";-17,2175704;-42,5932495
"2728";3141900;"Minduri";"Minas Gerais";"Minduri, Minas Gerais, Brasil";-21,6816669;-44,6036109
"2729";3142007;"Mirabela";"Minas Gerais";"Mirabela, Minas Gerais, Brasil";-16,2547214;-44,1639074
"2730";3142106;"Miradouro";"Minas Gerais";"Miradouro, Minas Gerais, Brasil";-20,8902769;-42,3424999
"2731";3142205;"Miraí";"Minas Gerais";"Miraí, Minas Gerais, Brasil";-21,1957416;-42,6125152
"2732";3142254;"Miravânia";"Minas Gerais";"Miravânia, Minas Gerais, Brasil";-14,7443342;-44,4058783
"2733";3142304;"Moeda";"Minas Gerais";"Moeda, Minas Gerais, Brasil";-20,3330559;-44,0524999
"2734";3142403;"Moema";"Minas Gerais";"Moema, Minas Gerais, Brasil";-19,8435408;-45,410624
"2735";3142502;"Monjolos";"Minas Gerais";"Monjolos, Minas Gerais, Brasil";-18,3242666;-44,1187728
"2736";3142601;"Monsenhor Paulo";"Minas Gerais";"Monsenhor Paulo, Minas Gerais, Brasil";-21,7577779;-45,5411109
"2737";3142700;"Montalvânia";"Minas Gerais";"Montalvânia, Minas Gerais, Brasil";-14,4230167;-44,3701781
"2738";3142809;"Monte Alegre de Minas";"Minas Gerais";"Monte Alegre de Minas, Minas Gerais, Brasil";-18,8702779;-48,8805559
"2739";3142908;"Monte Azul";"Minas Gerais";"Monte Azul, Minas Gerais, Brasil";-15,1516669;-42,8744449
"2740";3143005;"Monte Belo";"Minas Gerais";"Monte Belo, Minas Gerais, Brasil";-21,3225051;-46,3649767
"2741";3143104;"Monte Carmelo";"Minas Gerais";"Monte Carmelo, Minas Gerais, Brasil";-18,7260938;-47,4958858
"2742";3143153;"Monte Formoso";"Minas Gerais";"Monte Formoso, Minas Gerais, Brasil";-16,8669393;-41,2543538
"2743";3143203;"Monte Santo de Minas";"Minas Gerais";"Monte Santo de Minas, Minas Gerais, Brasil";-21,1897219;-46,9799999
"2744";3143401;"Monte Sião";"Minas Gerais";"Monte Sião, Minas Gerais, Brasil";-22,4327779;-46,5727779
"2745";3143302;"Montes Claros";"Minas Gerais";"Montes Claros, Minas Gerais, Brasil";-16,7273537;-43,8717675
"2746";3143450;"Montezuma";"Minas Gerais";"Montezuma, Minas Gerais, Brasil";-15,171512;-42,4987702
"2747";3143500;"Morada Nova de Minas";"Minas Gerais";"Morada Nova de Minas, Minas Gerais, Brasil";-18,6024891;-45,3513866
"2748";3143609;"Morro da Garça";"Minas Gerais";"Morro da Garça, Minas Gerais, Brasil";-18,5452769;-44,6019439
"2749";3143708;"Morro do Pilar";"Minas Gerais";"Morro do Pilar, Minas Gerais, Brasil";-19,2163889;-43,3766669
"2750";3143807;"Munhoz";"Minas Gerais";"Munhoz, Minas Gerais, Brasil";-22,6130559;-46,3605559
"2751";3143906;"Muriaé";"Minas Gerais";"Muriaé, Minas Gerais, Brasil";-21,1305559;-42,3663889
"2752";3144003;"Mutum";"Minas Gerais";"Mutum, Minas Gerais, Brasil";-19,8172229;-41,4383329
"2753";3144102;"Muzambinho";"Minas Gerais";"Muzambinho, Minas Gerais, Brasil";-21,3727086;-46,5192699
"2754";3144201;"Nacip Raydan";"Minas Gerais";"Nacip Raydan, Minas Gerais, Brasil";-18,4571629;-42,2492406
"2755";3144300;"Nanuque";"Minas Gerais";"Nanuque, Minas Gerais, Brasil";-17,8391112;-40,353722
"2756";3144359;"Naque";"Minas Gerais";"Naque, Minas Gerais, Brasil";-19,227127;-42,3280184
"2757";3144375;"Natalândia";"Minas Gerais";"Natalândia, Minas Gerais, Brasil";-16,5041999;-46,4932999
"2758";3144409;"Natércia";"Minas Gerais";"Natércia, Minas Gerais, Brasil";-22,1199999;-45,5113889
"2759";3144508;"Nazareno";"Minas Gerais";"Nazareno, Minas Gerais, Brasil";-21,217541;-44,6091318
"2760";3144607;"Nepomuceno";"Minas Gerais";"Nepomuceno, Minas Gerais, Brasil";-21,2322419;-45,2347847
"2761";3144656;"Ninheira";"Minas Gerais";"Ninheira, Minas Gerais, Brasil";-15,3190696;-41,7535542
"2762";3144672;"Nova Belém";"Minas Gerais";"Nova Belém, Minas Gerais, Brasil";-18,4925169;-41,1106699
"2763";3144706;"Nova Era";"Minas Gerais";"Nova Era, Minas Gerais, Brasil";-19,7661109;-43,0369439
"2764";3144805;"Nova Lima";"Minas Gerais";"Nova Lima, Minas Gerais, Brasil";-19,9854088;-43,847069
"2765";3144904;"Nova Módica";"Minas Gerais";"Nova Módica, Minas Gerais, Brasil";-18,4389858;-41,497365
"2766";3145000;"Nova Ponte";"Minas Gerais";"Nova Ponte, Minas Gerais, Brasil";-19,1692212;-47,6717641
"2767";3145059;"Nova Porteirinha";"Minas Gerais";"Nova Porteirinha, Minas Gerais, Brasil";-15,8030558;-43,3011841
"2768";3145109;"Nova Resende";"Minas Gerais";"Nova Resende, Minas Gerais, Brasil";-21,1263861;-46,4245369
"2769";3145208;"Nova Serrana";"Minas Gerais";"Nova Serrana, Minas Gerais, Brasil";-19,8758339;-44,9841659
"2770";3136603;"Nova União";"Minas Gerais";"Nova União, Minas Gerais, Brasil";-19,6899999;-43,5799999
"2771";3145307;"Novo Cruzeiro";"Minas Gerais";"Novo Cruzeiro, Minas Gerais, Brasil";-19,4730936;-42,5378969
"2772";3145356;"Novo Oriente de Minas";"Minas Gerais";"Novo Oriente de Minas, Minas Gerais, Brasil";-17,4153912;-41,2190224
"2773";3145372;"Novorizonte";"Minas Gerais";"Novorizonte, Minas Gerais, Brasil";-16,0177999;-42,4071999
"2774";3145406;"Olaria";"Minas Gerais";"Olaria, Minas Gerais, Brasil";-17,6317385;-44,6599025
"2775";3145455;"Olhos-d'Água";"Minas Gerais";"Olhos-d'Água, Minas Gerais, Brasil";-17,4016751;-43,5720484
"2776";3145505;"Olímpio Noronha";"Minas Gerais";"Olímpio Noronha, Minas Gerais, Brasil";-22,0677779;-45,2638889
"2777";3145604;"Oliveira";"Minas Gerais";"Oliveira, Minas Gerais, Brasil";-20,6963889;-44,8272229
"2778";3145703;"Oliveira Fortes";"Minas Gerais";"Oliveira Fortes, Minas Gerais, Brasil";-21,3391155;-43,4577138
"2779";3145802;"Onça de Pitangui";"Minas Gerais";"Onça de Pitangui, Minas Gerais, Brasil";-19,7299999;-44,8072219
"2780";3145851;"Oratórios";"Minas Gerais";"Oratórios, Minas Gerais, Brasil";-20,4302999;-42,8055999
"2781";3145877;"Orizânia";"Minas Gerais";"Orizânia, Minas Gerais, Brasil";-20,5060999;-42,2099999
"2782";3145901;"Ouro Branco";"Minas Gerais";"Ouro Branco, Minas Gerais, Brasil";-20,5230255;-43,6917328
"2783";3146008;"Ouro Fino";"Minas Gerais";"Ouro Fino, Minas Gerais, Brasil";-22,2830559;-46,3691669
"2784";3146107;"Ouro Preto";"Minas Gerais";"Ouro Preto, Minas Gerais, Brasil";-20,3851691;-43,5036343
"2785";3146206;"Ouro Verde de Minas";"Minas Gerais";"Ouro Verde de Minas, Minas Gerais, Brasil";-18,0687217;-41,2710675
"2786";3146255;"Padre Carvalho";"Minas Gerais";"Padre Carvalho, Minas Gerais, Brasil";-16,3646999;-42,5149999
"2787";3146305;"Padre Paraíso";"Minas Gerais";"Padre Paraíso, Minas Gerais, Brasil";-17,0738889;-41,4844439
"2788";3146552;"Pai Pedro";"Minas Gerais";"Pai Pedro, Minas Gerais, Brasil";-15,531125;-43,0667101
"2789";3146404;"Paineiras";"Minas Gerais";"Paineiras, Minas Gerais, Brasil";-18,9041669;-45,5347219
"2790";3146503;"Pains";"Minas Gerais";"Pains, Minas Gerais, Brasil";-20,3705559;-45,6613889
"2791";3146602;"Paiva";"Minas Gerais";"Paiva, Minas Gerais, Brasil";-21,2894409;-43,4175346
"2792";3146701;"Palma";"Minas Gerais";"Palma, Minas Gerais, Brasil";-21,3747229;-42,3141669
"2793";3146750;"Palmópolis";"Minas Gerais";"Palmópolis, Minas Gerais, Brasil";-16,7383863;-40,4216513
"2794";3146909;"Papagaios";"Minas Gerais";"Papagaios, Minas Gerais, Brasil";-19,4491659;-44,7472219
"2795";3147105;"Pará de Minas";"Minas Gerais";"Pará de Minas, Minas Gerais, Brasil";-19,8599636;-44,6075312
"2796";3147006;"Paracatu";"Minas Gerais";"Paracatu, Minas Gerais, Brasil";-17,2174055;-46,8707513
"2797";3147204;"Paraguaçu";"Minas Gerais";"Paraguaçu, Minas Gerais, Brasil";-21,5472219;-45,7374999
"2798";3147303;"Paraisópolis";"Minas Gerais";"Paraisópolis, Minas Gerais, Brasil";-22,5541682;-45,7800023
"2799";3147402;"Paraopeba";"Minas Gerais";"Paraopeba, Minas Gerais, Brasil";-19,2741669;-44,4041669
"2800";3147600;"Passa Quatro";"Minas Gerais";"Passa Quatro, Minas Gerais, Brasil";-22,3893802;-44,9666038
"2801";3147709;"Passa Tempo";"Minas Gerais";"Passa Tempo, Minas Gerais, Brasil";-20,6505559;-44,4958329
"2802";3147501;"Passabém";"Minas Gerais";"Passabém, Minas Gerais, Brasil";-19,3521706;-43,1374618
"2803";3147808;"Passa-Vinte";"Minas Gerais";"Passa-Vinte, Minas Gerais, Brasil";-22,2097219;-44,2344439
"2804";3147907;"Passos";"Minas Gerais";"Passos, Minas Gerais, Brasil";-20,7191619;-46,6094506
"2805";3147956;"Patis";"Minas Gerais";"Patis, Minas Gerais, Brasil";-16,0806265;-44,0805726
"2806";3148004;"Patos de Minas";"Minas Gerais";"Patos de Minas, Minas Gerais, Brasil";-18,6041452;-46,5096697
"2807";3148103;"Patrocínio";"Minas Gerais";"Patrocínio, Minas Gerais, Brasil";-18,9408293;-46,9926623
"2808";3148202;"Patrocínio do Muriaé";"Minas Gerais";"Patrocínio do Muriaé, Minas Gerais, Brasil";-21,1533329;-42,2144439
"2809";3148301;"Paula Cândido";"Minas Gerais";"Paula Cândido, Minas Gerais, Brasil";-20,8737734;-42,9862732
"2810";3148400;"Paulistas";"Minas Gerais";"Paulistas, Minas Gerais, Brasil";-18,4272229;-42,8683339
"2811";3148509;"Pavão";"Minas Gerais";"Pavão, Minas Gerais, Brasil";-17,4277779;-40,9999999
"2812";3148608;"Peçanha";"Minas Gerais";"Peçanha, Minas Gerais, Brasil";-18,5478785;-42,5608946
"2813";3148707;"Pedra Azul";"Minas Gerais";"Pedra Azul, Minas Gerais, Brasil";-16,0055559;-41,2799999
"2814";3148756;"Pedra Bonita";"Minas Gerais";"Pedra Bonita, Minas Gerais, Brasil";-20,5202999;-42,3299999
"2815";3148806;"Pedra do Anta";"Minas Gerais";"Pedra do Anta, Minas Gerais, Brasil";-20,5962821;-42,7179791
"2816";3148905;"Pedra do Indaiá";"Minas Gerais";"Pedra do Indaiá, Minas Gerais, Brasil";-20,2583329;-45,2086109
"2817";3149002;"Pedra Dourada";"Minas Gerais";"Pedra Dourada, Minas Gerais, Brasil";-20,83178;-42,1554635
"2818";3149101;"Pedralva";"Minas Gerais";"Pedralva, Minas Gerais, Brasil";-22,2429573;-45,4660285
"2819";3149150;"Pedras de Maria da Cruz";"Minas Gerais";"Pedras de Maria da Cruz, Minas Gerais, Brasil";-15,6058329;-44,3919439
"2820";3149200;"Pedrinópolis";"Minas Gerais";"Pedrinópolis, Minas Gerais, Brasil";-19,2274999;-47,4619439
"2821";3149309;"Pedro Leopoldo";"Minas Gerais";"Pedro Leopoldo, Minas Gerais, Brasil";-19,6177779;-44,0430549
"2822";3149408;"Pedro Teixeira";"Minas Gerais";"Pedro Teixeira, Minas Gerais, Brasil";-21,7056636;-43,7492356
"2823";3149507;"Pequeri";"Minas Gerais";"Pequeri, Minas Gerais, Brasil";-21,836997;-43,1207798
"2824";3149606;"Pequi";"Minas Gerais";"Pequi, Minas Gerais, Brasil";-19,6322229;-44,6591669
"2825";3149705;"Perdigão";"Minas Gerais";"Perdigão, Minas Gerais, Brasil";-19,9530559;-45,0841659
"2826";3149804;"Perdizes";"Minas Gerais";"Perdizes, Minas Gerais, Brasil";-19,350336;-47,2938234
"2827";3149903;"Perdões";"Minas Gerais";"Perdões, Minas Gerais, Brasil";-21,0908329;-45,0913889
"2828";3149952;"Periquito";"Minas Gerais";"Periquito, Minas Gerais, Brasil";-19,155598;-42,2411302
"2829";3150000;"Pescador";"Minas Gerais";"Pescador, Minas Gerais, Brasil";-18,3563608;-41,598145
"2830";3150109;"Piau";"Minas Gerais";"Piau, Minas Gerais, Brasil";-21,5086385;-43,3185165
"2831";3150158;"Piedade de Caratinga";"Minas Gerais";"Piedade de Caratinga, Minas Gerais, Brasil";-19,760121;-42,076732
"2832";3150208;"Piedade de Ponte Nova";"Minas Gerais";"Piedade de Ponte Nova, Minas Gerais, Brasil";-20,2452954;-42,7343994
"2833";3150307;"Piedade do Rio Grande";"Minas Gerais";"Piedade do Rio Grande, Minas Gerais, Brasil";-21,467937;-44,1939393
"2834";3150406;"Piedade dos Gerais";"Minas Gerais";"Piedade dos Gerais, Minas Gerais, Brasil";-20,4711109;-44,2269449
"2835";3150505;"Pimenta";"Minas Gerais";"Pimenta, Minas Gerais, Brasil";-20,4827994;-45,7985893
"2836";3150539;"Pingo-d'Água";"Minas Gerais";"Pingo-d'Água, Minas Gerais, Brasil";-19,7287307;-42,4094998
"2837";3150570;"Pintópolis";"Minas Gerais";"Pintópolis, Minas Gerais, Brasil";-16,0572808;-45,1466971
"2838";3150604;"Piracema";"Minas Gerais";"Piracema, Minas Gerais, Brasil";-20,5091578;-44,4754463
"2839";3150703;"Pirajuba";"Minas Gerais";"Pirajuba, Minas Gerais, Brasil";-19,909089;-48,7016829
"2840";3150802;"Piranga";"Minas Gerais";"Piranga, Minas Gerais, Brasil";-20,6849999;-43,2999999
"2841";3150901;"Piranguçu";"Minas Gerais";"Piranguçu, Minas Gerais, Brasil";-22,5280225;-45,4961065
"2842";3151008;"Piranguinho";"Minas Gerais";"Piranguinho, Minas Gerais, Brasil";-22,4029371;-45,5338951
"2843";3151107;"Pirapetinga";"Minas Gerais";"Pirapetinga, Minas Gerais, Brasil";-21,6569029;-42,3459549
"2844";3151206;"Pirapora";"Minas Gerais";"Pirapora, Minas Gerais, Brasil";-17,3493764;-44,9507903
"2845";3151305;"Piraúba";"Minas Gerais";"Piraúba, Minas Gerais, Brasil";-21,2769449;-43,0258339
"2846";3151404;"Pitangui";"Minas Gerais";"Pitangui, Minas Gerais, Brasil";-19,6822229;-44,8905549
"2847";3151503;"Piumhi";"Minas Gerais";"Piumhi, Minas Gerais, Brasil";-20,4675257;-45,9576124
"2848";3151602;"Planura";"Minas Gerais";"Planura, Minas Gerais, Brasil";-20,1368582;-48,7066818
"2849";3151701;"Poço Fundo";"Minas Gerais";"Poço Fundo, Minas Gerais, Brasil";-21,7808339;-45,9649999
"2850";3151800;"Poços de Caldas";"Minas Gerais";"Poços de Caldas, Minas Gerais, Brasil";-21,7908329;-46,5655559
"2851";3151909;"Pocrane";"Minas Gerais";"Pocrane, Minas Gerais, Brasil";-19,6192746;-41,6365313
"2852";3152006;"Pompéu";"Minas Gerais";"Pompéu, Minas Gerais, Brasil";-19,2186109;-45,0027779
"2853";3152105;"Ponte Nova";"Minas Gerais";"Ponte Nova, Minas Gerais, Brasil";-20,1537696;-45,235636
"2854";3152131;"Ponto Chique";"Minas Gerais";"Ponto Chique, Minas Gerais, Brasil";-16,6328912;-45,0637455
"2855";3152170;"Ponto dos Volantes";"Minas Gerais";"Ponto dos Volantes, Minas Gerais, Brasil";-16,7515373;-41,5040445
"2856";3152204;"Porteirinha";"Minas Gerais";"Porteirinha, Minas Gerais, Brasil";-15,7427769;-43,0280559
"2857";3152303;"Porto Firme";"Minas Gerais";"Porto Firme, Minas Gerais, Brasil";-20,6727779;-43,0844439
"2858";3152402;"Poté";"Minas Gerais";"Poté, Minas Gerais, Brasil";-17,8070614;-41,7860726
"2859";3152501;"Pouso Alegre";"Minas Gerais";"Pouso Alegre, Minas Gerais, Brasil";-22,2343857;-45,932724
"2860";3152600;"Pouso Alto";"Minas Gerais";"Pouso Alto, Minas Gerais, Brasil";-22,1938889;-44,9727779
"2861";3152709;"Prados";"Minas Gerais";"Prados, Minas Gerais, Brasil";-21,0572942;-44,0788783
"2862";3152808;"Prata";"Minas Gerais";"Prata, Minas Gerais, Brasil";-14,8858878;-44,1601253
"2863";3152907;"Pratápolis";"Minas Gerais";"Pratápolis, Minas Gerais, Brasil";-20,7447219;-46,8611109
"2864";3153004;"Pratinha";"Minas Gerais";"Pratinha, Minas Gerais, Brasil";-19,7530421;-46,3824102
"2865";3153103;"Presidente Bernardes";"Minas Gerais";"Presidente Bernardes, Minas Gerais, Brasil";-20,7685466;-43,1877236
"2866";3153202;"Presidente Juscelino";"Minas Gerais";"Presidente Juscelino, Minas Gerais, Brasil";-18,6388027;-44,0604418
"2867";3153301;"Presidente Kubitschek";"Minas Gerais";"Presidente Kubitschek, Minas Gerais, Brasil";-18,6141669;-43,5616669
"2868";3153400;"Presidente Olegário";"Minas Gerais";"Presidente Olegário, Minas Gerais, Brasil";-18,2706991;-46,4346222775305
"2869";3153608;"Prudente de Morais";"Minas Gerais";"Prudente de Morais, Minas Gerais, Brasil";-19,4824999;-44,1555559
"2870";3153707;"Quartel Geral";"Minas Gerais";"Quartel Geral, Minas Gerais, Brasil";-19,2730559;-45,5572219
"2871";3153806;"Queluzito";"Minas Gerais";"Queluzito, Minas Gerais, Brasil";-20,7397219;-43,8844439
