"";"codmun";"nome";"uf";"string";"lat";"lon"
"794";2206209;"Miguel Alves";"Piauí";"Miguel Alves, Piauí, Brasil";-4,1728831;-42,8940039
"795";2206308;"Miguel Leão";"Piauí";"Miguel Leão, Piauí, Brasil";-5,6814609;-42,7371702
"796";2206357;"Milton Brandão";"Piauí";"Milton Brandão, Piauí, Brasil";-4,6943482;-41,4465719
"797";2206407;"Monsenhor Gil";"Piauí";"Monsenhor Gil, Piauí, Brasil";-5,5619989;-42,6074929
"798";2206506;"Monsenhor Hipólito";"Piauí";"Monsenhor Hipólito, Piauí, Brasil";-6,9951811;-41,0293932
"799";2206605;"Monte Alegre do Piauí";"Piauí";"Monte Alegre do Piauí, Piauí, Brasil";-9,7536379;-45,3037349
"800";2206654;"Morro Cabeça no Tempo";"Piauí";"Morro Cabeça no Tempo, Piauí, Brasil";-9,7189049;-43,9072459
"801";2206670;"Morro do Chapéu do Piauí";"Piauí";"Morro do Chapéu do Piauí, Piauí, Brasil";-3,740502;-42,3099167
"802";2206696;"Murici dos Portelas";"Piauí";"Murici dos Portelas, Piauí, Brasil";-3,3203116;-42,0926278
"803";2206704;"Nazaré do Piauí";"Piauí";"Nazaré do Piauí, Piauí, Brasil";-6,9722855;-42,6722717
"804";2206720;"Nazária";"Piauí";"Nazária, Piauí, Brasil";-5,3505586;-42,8188871
"805";2206753;"Nossa Senhora de Nazaré";"Piauí";"Nossa Senhora de Nazaré, Piauí, Brasil";-4,6301879;-42,1729539
"806";2206803;"Nossa Senhora dos Remédios";"Piauí";"Nossa Senhora dos Remédios, Piauí, Brasil";-3,9778187;-42,6178059
"807";2207959;"Nova Santa Rita";"Piauí";"Nova Santa Rita, Piauí, Brasil";-8,0751812;-42,0484822
"808";2206902;"Novo Oriente do Piauí";"Piauí";"Novo Oriente do Piauí, Piauí, Brasil";-6,4488426;-41,9289575
"809";2206951;"Novo Santo Antônio";"Piauí";"Novo Santo Antônio, Piauí, Brasil";-5,2893394;-41,932475
"810";2207009;"Oeiras";"Piauí";"Oeiras, Piauí, Brasil";-7,0138278;-42,1243927
"811";2207108;"Olho D'Água do Piauí";"Piauí";"Olho D'Água do Piauí, Piauí, Brasil";-5,8486209;-42,5726476
"812";2207207;"Padre Marcos";"Piauí";"Padre Marcos, Piauí, Brasil";-7,3536442;-40,9077631
"813";2207306;"Paes Landim";"Piauí";"Paes Landim, Piauí, Brasil";-7,7767584;-42,2538111
"814";2207355;"Pajeú do Piauí";"Piauí";"Pajeú do Piauí, Piauí, Brasil";-7,8550849;-42,8248099
"815";2207405;"Palmeira do Piauí";"Piauí";"Palmeira do Piauí, Piauí, Brasil";-8,7268738;-44,2376181
"816";2207504;"Palmeirais";"Piauí";"Palmeirais, Piauí, Brasil";-5,9733149;-43,0580133
"817";2207553;"Paquetá";"Piauí";"Paquetá, Piauí, Brasil";-7,1041207;-41,7030365
"818";2207603;"Parnaguá";"Piauí";"Parnaguá, Piauí, Brasil";-10,2243677;-44,6364797
"819";2207702;"Parnaíba";"Piauí";"Parnaíba, Piauí, Brasil";-2,9147514;-41,7661952
"820";2207751;"Passagem Franca do Piauí";"Piauí";"Passagem Franca do Piauí, Piauí, Brasil";-5,8588226;-42,4389358
"821";2207777;"Patos do Piauí";"Piauí";"Patos do Piauí, Piauí, Brasil";-7,6723099;-41,2408169
"822";2207793;"Pau D'Arco do Piauí";"Piauí";"Pau D'Arco do Piauí, Piauí, Brasil";-5,250678;-42,3875992
"823";2207801;"Paulistana";"Piauí";"Paulistana, Piauí, Brasil";-8,1376747;-41,1362829
"824";2207850;"Pavussu";"Piauí";"Pavussu, Piauí, Brasil";-7,9639735;-43,2253274
"825";2207900;"Pedro II";"Piauí";"Pedro II, Piauí, Brasil";-4,4258449;-41,4481839
"826";2207934;"Pedro Laurentino";"Piauí";"Pedro Laurentino, Piauí, Brasil";-8,0680679;-42,2847439
"827";2208007;"Picos";"Piauí";"Picos, Piauí, Brasil";-7,0823543;-41,4685052
"828";2208106;"Pimenteiras";"Piauí";"Pimenteiras, Piauí, Brasil";-6,2373883;-41,4203998
"829";2208205;"Pio IX";"Piauí";"Pio IX, Piauí, Brasil";-6,8347126;-40,6132238
"830";2208304;"Piracuruca";"Piauí";"Piracuruca, Piauí, Brasil";-3,9304803;-41,7150098
"831";2208403;"Piripiri";"Piauí";"Piripiri, Piauí, Brasil";-4,2732338;-41,7785172
"832";2208502;"Porto";"Piauí";"Porto, Piauí, Brasil";-3,8881539;-42,6998199
"833";2208551;"Porto Alegre do Piauí";"Piauí";"Porto Alegre do Piauí, Piauí, Brasil";-6,9642279;-44,1836679
"834";2208601;"Prata do Piauí";"Piauí";"Prata do Piauí, Piauí, Brasil";-5,6726529;-42,2046439
"835";2208650;"Queimada Nova";"Piauí";"Queimada Nova, Piauí, Brasil";-8,5818537;-41,4193365
"836";2208700;"Redenção do Gurguéia";"Piauí";"Redenção do Gurguéia, Piauí, Brasil";-9,4910466;-44,5847258
"837";2208809;"Regeneração";"Piauí";"Regeneração, Piauí, Brasil";-6,2311499;-42,6841929
"838";2208858;"Riacho Frio";"Piauí";"Riacho Frio, Piauí, Brasil";-10,1243779;-44,9503259
"839";2208874;"Ribeira do Piauí";"Piauí";"Ribeira do Piauí, Piauí, Brasil";-7,6902779;-42,7127779
"840";2208908;"Ribeiro Gonçalves";"Piauí";"Ribeiro Gonçalves, Piauí, Brasil";-7,5588235;-45,2457917
"841";2209005;"Rio Grande do Piauí";"Piauí";"Rio Grande do Piauí, Piauí, Brasil";-7,7749735;-43,1373247
"842";2209104;"Santa Cruz do Piauí";"Piauí";"Santa Cruz do Piauí, Piauí, Brasil";-7,1842634;-41,7660885
"843";2209153;"Santa Cruz dos Milagres";"Piauí";"Santa Cruz dos Milagres, Piauí, Brasil";-5,8058079;-41,9506439
"844";2209203;"Santa Filomena";"Piauí";"Santa Filomena, Piauí, Brasil";-9,1148309;-45,918174
"845";2209302;"Santa Luz";"Piauí";"Santa Luz, Piauí, Brasil";-8,9487949;-44,1295669
"846";2209377;"Santa Rosa do Piauí";"Piauí";"Santa Rosa do Piauí, Piauí, Brasil";-6,7958099;-42,2813749
"847";2209351;"Santana do Piauí";"Piauí";"Santana do Piauí, Piauí, Brasil";-6,9469609;-41,5177669
"848";2209401;"Santo Antônio de Lisboa";"Piauí";"Santo Antônio de Lisboa, Piauí, Brasil";-6,9867619;-41,2252019
"849";2209450;"Santo Antônio dos Milagres";"Piauí";"Santo Antônio dos Milagres, Piauí, Brasil";-6,0475439;-42,711739
"850";2209500;"Santo Inácio do Piauí";"Piauí";"Santo Inácio do Piauí, Piauí, Brasil";-7,424781;-41,9119017
"851";2209559;"São Braz do Piauí";"Piauí";"São Braz do Piauí, Piauí, Brasil";-9,0579669;-43,0076459
"852";2209609;"São Félix do Piauí";"Piauí";"São Félix do Piauí, Piauí, Brasil";-5,9348529;-42,1171789
"853";2209658;"São Francisco de Assis do Piauí";"Piauí";"São Francisco de Assis do Piauí, Piauí, Brasil";-8,2359894;-41,6872868
"854";2209708;"São Francisco do Piauí";"Piauí";"São Francisco do Piauí, Piauí, Brasil";-7,2462989;-42,5410099
"855";2209757;"São Gonçalo do Gurguéia";"Piauí";"São Gonçalo do Gurguéia, Piauí, Brasil";-10,0297316;-45,3022311
"856";2209807;"São Gonçalo do Piauí";"Piauí";"São Gonçalo do Piauí, Piauí, Brasil";-5,9966225;-42,7030388
"857";2209856;"São João da Canabrava";"Piauí";"São João da Canabrava, Piauí, Brasil";-6,8120289;-41,3414829
"858";2209872;"São João da Fronteira";"Piauí";"São João da Fronteira, Piauí, Brasil";-3,9549749;-41,2569209
"859";2209906;"São João da Serra";"Piauí";"São João da Serra, Piauí, Brasil";-5,5108049;-41,8923089
"860";2209955;"São João da Varjota";"Piauí";"São João da Varjota, Piauí, Brasil";-6,4032939;-41,8558349
"861";2209971;"São João do Arraial";"Piauí";"São João do Arraial, Piauí, Brasil";-3,8133;-42,4519893
"862";2210003;"São João do Piauí";"Piauí";"São João do Piauí, Piauí, Brasil";-8,3601425;-42,2487641
"863";2210052;"São José do Divino";"Piauí";"São José do Divino, Piauí, Brasil";-3,8141139;-41,8307929
"864";2210102;"São José do Peixe";"Piauí";"São José do Peixe, Piauí, Brasil";-7,4930063;-42,5658321
"865";2210201;"São José do Piauí";"Piauí";"São José do Piauí, Piauí, Brasil";-6,873004;-41,4769001
"866";2210300;"São Julião";"Piauí";"São Julião, Piauí, Brasil";-7,0833469;-40,8380693
"867";2210359;"São Lourenço do Piauí";"Piauí";"São Lourenço do Piauí, Piauí, Brasil";-9,1646329;-42,5495519
"868";2210375;"São Luis do Piauí";"Piauí";"São Luis do Piauí, Piauí, Brasil";-6,8193629;-41,3174539
"869";2210383;"São Miguel da Baixa Grande";"Piauí";"São Miguel da Baixa Grande, Piauí, Brasil";-5,8640132;-42,1873289
"870";2210391;"São Miguel do Fidalgo";"Piauí";"São Miguel do Fidalgo, Piauí, Brasil";-7,5834112;-42,3709451
"871";2210409;"São Miguel do Tapuio";"Piauí";"São Miguel do Tapuio, Piauí, Brasil";-5,5018785;-41,3245711
"872";2210508;"São Pedro do Piauí";"Piauí";"São Pedro do Piauí, Piauí, Brasil";-5,9207799;-42,7192109
"873";2210607;"São Raimundo Nonato";"Piauí";"São Raimundo Nonato, Piauí, Brasil";-9,0186419;-42,6932399
"874";2210623;"Sebastião Barros";"Piauí";"Sebastião Barros, Piauí, Brasil";-10,8169779;-44,8337179
"875";2210631;"Sebastião Leal";"Piauí";"Sebastião Leal, Piauí, Brasil";-7,5702699;-44,0343019
"876";2210656;"Sigefredo Pacheco";"Piauí";"Sigefredo Pacheco, Piauí, Brasil";-4,9166469;-41,7311229
"877";2210706;"Simões";"Piauí";"Simões, Piauí, Brasil";-7,5970468;-40,8176002
"878";2210805;"Simplício Mendes";"Piauí";"Simplício Mendes, Piauí, Brasil";-7,8578603;-41,9091374
"879";2210904;"Socorro do Piauí";"Piauí";"Socorro do Piauí, Piauí, Brasil";-7,8635807;-42,4988143
"880";2210938;"Sussuapara";"Piauí";"Sussuapara, Piauí, Brasil";-7,0368679;-41,3766989
"881";2210953;"Tamboril do Piauí";"Piauí";"Tamboril do Piauí, Piauí, Brasil";-8,4093689;-42,9211069
"882";2210979;"Tanque do Piauí";"Piauí";"Tanque do Piauí, Piauí, Brasil";-6,5970276;-42,2833082
"883";2211001;"Teresina";"Piauí";"Teresina, Piauí, Brasil";-5,0896402;-42,8095879
"884";2211100;"União";"Piauí";"União, Piauí, Brasil";-4,5892552;-42,8593347
"885";2211209;"Uruçuí";"Piauí";"Uruçuí, Piauí, Brasil";-7,2394389;-44,5576829
"886";2211308;"Valença do Piauí";"Piauí";"Valença do Piauí, Piauí, Brasil";-6,4030129;-41,7374979
"887";2211357;"Várzea Branca";"Piauí";"Várzea Branca, Piauí, Brasil";-9,2380029;-42,9692209
"888";2211407;"Várzea Grande";"Piauí";"Várzea Grande, Piauí, Brasil";-6,5489929;-42,2479729
"889";2211506;"Vera Mendes";"Piauí";"Vera Mendes, Piauí, Brasil";-7,6044391;-41,4822738
"890";2211605;"Vila Nova do Piauí";"Piauí";"Vila Nova do Piauí, Piauí, Brasil";-7,1327179;-40,9345139
"891";2211704;"Wall Ferraz";"Piauí";"Wall Ferraz, Piauí, Brasil";-7,2339198;-41,9114069
"892";2300101;"Abaiara";"Ceará";"Abaiara, Ceará, Brasil";-7,3507575;-39,0344272
"893";2300150;"Acarape";"Ceará";"Acarape, Ceará, Brasil";-4,2208299;-38,7055319
"894";2300200;"Acaraú";"Ceará";"Acaraú, Ceará, Brasil";-2,8876889;-40,1183059
"895";2300309;"Acopiara";"Ceará";"Acopiara, Ceará, Brasil";-6,0936463;-39,4543203
"896";2300408;"Aiuaba";"Ceará";"Aiuaba, Ceará, Brasil";-6,57378;-40,1269837
"897";2300507;"Alcântaras";"Ceará";"Alcântaras, Ceará, Brasil";-3,5853689;-40,5478669
"898";2300606;"Altaneira";"Ceará";"Altaneira, Ceará, Brasil";-6,9966097;-39,7375176
"899";2300705;"Alto Santo";"Ceará";"Alto Santo, Ceará, Brasil";-5,5089409;-38,2743179
"900";2300754;"Amontada";"Ceará";"Amontada, Ceará, Brasil";-3,3646259;-39,82855
"901";2300804;"Antonina do Norte";"Ceará";"Antonina do Norte, Ceará, Brasil";-6,7754186;-39,9879344
"902";2300903;"Apuiarés";"Ceará";"Apuiarés, Ceará, Brasil";-3,9460363;-39,4313297
"903";2301000;"Aquiraz";"Ceará";"Aquiraz, Ceará, Brasil";-3,9026894;-38,3891208
"904";2301109;"Aracati";"Ceará";"Aracati, Ceará, Brasil";-4,5582589;-37,7678939
"905";2301208;"Aracoiaba";"Ceará";"Aracoiaba, Ceará, Brasil";-4,3687199;-38,8125119
"906";2301257;"Ararendá";"Ceará";"Ararendá, Ceará, Brasil";-4,7504394;-40,830361
"907";2301307;"Araripe";"Ceará";"Araripe, Ceará, Brasil";-7,2131949;-40,1358939
"908";2301406;"Aratuba";"Ceará";"Aratuba, Ceará, Brasil";-4,4199328;-39,0465558
"909";2301505;"Arneiroz";"Ceará";"Arneiroz, Ceará, Brasil";-6,3164989;-40,1652849
"910";2301604;"Assaré";"Ceará";"Assaré, Ceará, Brasil";-6,8712438;-39,869628
"911";2301703;"Aurora";"Ceará";"Aurora, Ceará, Brasil";-6,9426018;-38,9693764
"912";2301802;"Baixio";"Ceará";"Baixio, Ceará, Brasil";-6,7303543;-38,7170094
"913";2301851;"Banabuiú";"Ceará";"Banabuiú, Ceará, Brasil";-5,3046403;-38,9197659
"914";2301901;"Barbalha";"Ceará";"Barbalha, Ceará, Brasil";-7,3069396;-39,2972441
"915";2301950;"Barreira";"Ceará";"Barreira, Ceará, Brasil";-4,2892059;-38,6429099
"916";2302008;"Barro";"Ceará";"Barro, Ceará, Brasil";-7,1718789;-38,7741329
"917";2302057;"Barroquinha";"Ceará";"Barroquinha, Ceará, Brasil";-3,0212936;-41,1334099
"918";2302107;"Baturité";"Ceará";"Baturité, Ceará, Brasil";-4,3295227;-38,8823064
"919";2302206;"Beberibe";"Ceará";"Beberibe, Ceará, Brasil";-4,1810468;-38,12981
"920";2302305;"Bela Cruz";"Ceará";"Bela Cruz, Ceará, Brasil";-3,0553635;-40,1692529
"921";2302404;"Boa Viagem";"Ceará";"Boa Viagem, Ceará, Brasil";-5,1125829;-39,7336519
"922";2302503;"Brejo Santo";"Ceará";"Brejo Santo, Ceará, Brasil";-7,490984;-38,9859151
"923";2302602;"Camocim";"Ceará";"Camocim, Ceará, Brasil";-2,9004989;-40,8543619
"924";2302701;"Campos Sales";"Ceará";"Campos Sales, Ceará, Brasil";-7,0742674;-40,3740366
"925";2302800;"Canindé";"Ceará";"Canindé, Ceará, Brasil";-4,3521771;-39,3140726
"926";2302909;"Capistrano";"Ceará";"Capistrano, Ceará, Brasil";-4,4665054;-38,9008178
"927";2303006;"Caridade";"Ceará";"Caridade, Ceará, Brasil";-4,2251409;-39,1911659
"928";2303105;"Cariré";"Ceará";"Cariré, Ceará, Brasil";-3,9485839;-40,4760279
"929";2303204;"Caririaçu";"Ceará";"Caririaçu, Ceará, Brasil";-7,0426156;-39,2838101
"930";2303303;"Cariús";"Ceará";"Cariús, Ceará, Brasil";-6,5348687;-39,4966657
"931";2303402;"Carnaubal";"Ceará";"Carnaubal, Ceará, Brasil";-4,1598459;-40,9413039
"932";2303501;"Cascavel";"Ceará";"Cascavel, Ceará, Brasil";-4,1296659;-38,2411779
"933";2303600;"Catarina";"Ceará";"Catarina, Ceará, Brasil";-6,1341577;-39,879532
"934";2303659;"Catunda";"Ceará";"Catunda, Ceará, Brasil";-4,6484813;-40,2013545
"935";2303709;"Caucaia";"Ceará";"Caucaia, Ceará, Brasil";-3,7300562;-38,6593081
"936";2303808;"Cedro";"Ceará";"Cedro, Ceará, Brasil";-6,6003419;-39,0608689
"937";2303907;"Chaval";"Ceará";"Chaval, Ceará, Brasil";-3,0357079;-41,2434599
"938";2303931;"Choró";"Ceará";"Choró, Ceará, Brasil";-4,8390619;-39,1343969
"939";2303956;"Chorozinho";"Ceará";"Chorozinho, Ceará, Brasil";-4,3005571;-38,4996529
"940";2304004;"Coreaú";"Ceará";"Coreaú, Ceará, Brasil";-3,5521506;-40,6546862
"941";2304103;"Crateús";"Ceará";"Crateús, Ceará, Brasil";-5,1809109;-40,6706844
"942";2304202;"Crato";"Ceará";"Crato, Ceará, Brasil";-7,22974;-39,4274479
"943";2304236;"Croatá";"Ceará";"Croatá, Ceará, Brasil";-4,4147579;-40,9036985
"944";2304251;"Cruz";"Ceará";"Cruz, Ceará, Brasil";-2,9181279;-40,1759809
"945";2304269;"Deputado Irapuan Pinheiro";"Ceará";"Deputado Irapuan Pinheiro, Ceará, Brasil";-5,9148479;-39,2570099
"946";2304277;"Ererê";"Ceará";"Ererê, Ceará, Brasil";-6,0310785;-38,348382
"947";2304285;"Eusébio";"Ceará";"Eusébio, Ceará, Brasil";-3,8925009;-38,4558749
"948";2304301;"Farias Brito";"Ceará";"Farias Brito, Ceará, Brasil";-3,7296495;-38,5430882
"949";2304350;"Forquilha";"Ceará";"Forquilha, Ceará, Brasil";-3,7994469;-40,2634049
"950";2304400;"Fortaleza";"Ceará";"Fortaleza, Ceará, Brasil";-3,7304511;-38,5217988
"951";2304459;"Fortim";"Ceará";"Fortim, Ceará, Brasil";-4,4512559;-37,7980559
"952";2304509;"Frecheirinha";"Ceará";"Frecheirinha, Ceará, Brasil";-3,7555719;-40,8180189
"953";2304608;"General Sampaio";"Ceará";"General Sampaio, Ceará, Brasil";-4,0435069;-39,4539579
"954";2304657;"Graça";"Ceará";"Graça, Ceará, Brasil";-4,0459087;-40,7508655
"955";2304707;"Granja";"Ceará";"Granja, Ceará, Brasil";-3,1208306;-40,8278946
"956";2304806;"Granjeiro";"Ceará";"Granjeiro, Ceará, Brasil";-6,8882202;-39,2166408
"957";2304905;"Groaíras";"Ceará";"Groaíras, Ceará, Brasil";-3,9152415;-40,3846294
"958";2304954;"Guaiúba";"Ceará";"Guaiúba, Ceará, Brasil";-4,0434433;-38,6340238
"959";2305001;"Guaraciaba do Norte";"Ceará";"Guaraciaba do Norte, Ceará, Brasil";-4,1642688;-40,7508617
"960";2305100;"Guaramiranga";"Ceará";"Guaramiranga, Ceará, Brasil";-4,2624769;-38,9320439
"961";2305209;"Hidrolândia";"Ceará";"Hidrolândia, Ceará, Brasil";-4,4095789;-40,4055949
"962";2305233;"Horizonte";"Ceará";"Horizonte, Ceará, Brasil";-4,0964617;-38,4965573
"963";2305266;"Ibaretama";"Ceará";"Ibaretama, Ceará, Brasil";-4,7839999;-38,7038927571429
"964";2305308;"Ibiapina";"Ceará";"Ibiapina, Ceará, Brasil";-3,9240249;-40,8911469
"965";2305332;"Ibicuitinga";"Ceará";"Ibicuitinga, Ceará, Brasil";-4,9767024;-38,636625
"966";2305357;"Icapuí";"Ceará";"Icapuí, Ceará, Brasil";-4,7158473;-37,3535364
"967";2305407;"Icó";"Ceará";"Icó, Ceará, Brasil";-6,4003991;-38,8575945
"968";2305506;"Iguatu";"Ceará";"Iguatu, Ceará, Brasil";-6,3619339;-39,2972232
"969";2305605;"Independência";"Ceará";"Independência, Ceará, Brasil";-5,3971839;-40,3102574
"970";2305654;"Ipaporanga";"Ceará";"Ipaporanga, Ceará, Brasil";-4,9032269;-40,7600789
"971";2305704;"Ipaumirim";"Ceará";"Ipaumirim, Ceará, Brasil";-6,7885941;-38,7179757
"972";2305803;"Ipu";"Ceará";"Ipu, Ceará, Brasil";-4,3233083;-40,7094753
"973";2305902;"Ipueiras";"Ceará";"Ipueiras, Ceará, Brasil";-4,542714;-40,716846
"974";2306009;"Iracema";"Ceará";"Iracema, Ceará, Brasil";-5,8106218;-38,3028293
"975";2306108;"Irauçuba";"Ceará";"Irauçuba, Ceará, Brasil";-3,7476034;-39,7842405
"976";2306207;"Itaiçaba";"Ceará";"Itaiçaba, Ceará, Brasil";-4,6714609;-37,8329569
"977";2306256;"Itaitinga";"Ceará";"Itaitinga, Ceará, Brasil";-3,9657679;-38,5297629
"978";2306306;"Itapajé";"Ceará";"Itapajé, Ceará, Brasil";-3,6863983;-39,5849951
"979";2306405;"Itapipoca";"Ceará";"Itapipoca, Ceará, Brasil";-3,4993289;-39,5835709
"980";2306504;"Itapiúna";"Ceará";"Itapiúna, Ceará, Brasil";-4,565419;-38,9211536
"981";2306553;"Itarema";"Ceará";"Itarema, Ceará, Brasil";-2,9247969;-39,9166539
"982";2306603;"Itatira";"Ceará";"Itatira, Ceará, Brasil";-4,5260759;-39,6201549
"983";2306702;"Jaguaretama";"Ceará";"Jaguaretama, Ceará, Brasil";-5,6089987;-38,7632624
"984";2306801;"Jaguaribara";"Ceará";"Jaguaribara, Ceará, Brasil";-5,4544939;-38,4679294
"985";2306900;"Jaguaribe";"Ceará";"Jaguaribe, Ceará, Brasil";-5,8847887;-38,6195165
"986";2307007;"Jaguaruana";"Ceará";"Jaguaruana, Ceará, Brasil";-4,8315079;-37,7809969
"987";2307106;"Jardim";"Ceará";"Jardim, Ceará, Brasil";-7,5838965;-39,2797129
"988";2307205;"Jati";"Ceará";"Jati, Ceará, Brasil";-7,6894343;-39,0060739
"989";2307254;"Jijoca de Jericoacoara";"Ceará";"Jijoca de Jericoacoara, Ceará, Brasil";-2,8986277;-40,450608
"990";2307304;"Juazeiro do Norte";"Ceará";"Juazeiro do Norte, Ceará, Brasil";-7,2170036;-39,3176388
"991";2307403;"Jucás";"Ceará";"Jucás, Ceará, Brasil";-6,5224933;-39,5247182
"992";2307502;"Lavras da Mangabeira";"Ceará";"Lavras da Mangabeira, Ceará, Brasil";-6,7505908;-38,9661445
"993";2307601;"Limoeiro do Norte";"Ceará";"Limoeiro do Norte, Ceará, Brasil";-5,1455606;-38,0984935
"994";2307635;"Madalena";"Ceará";"Madalena, Ceará, Brasil";-4,8528228;-39,5752359
"995";2307650;"Maracanaú";"Ceará";"Maracanaú, Ceará, Brasil";-3,8779437;-38,6247696
"996";2307700;"Maranguape";"Ceará";"Maranguape, Ceará, Brasil";-3,8923052;-38,6835236
"997";2307809;"Marco";"Ceará";"Marco, Ceará, Brasil";-3,1221944;-40,1514584
"998";2307908;"Martinópole";"Ceará";"Martinópole, Ceará, Brasil";-3,2231168;-40,695758
"999";2308005;"Massapê";"Ceará";"Massapê, Ceará, Brasil";-3,5237454;-40,3421008
"1000";2308104;"Mauriti";"Ceará";"Mauriti, Ceará, Brasil";-7,3870094;-38,773775
"1001";2308203;"Meruoca";"Ceará";"Meruoca, Ceará, Brasil";-3,5397409;-40,4531059
"1002";2308302;"Milagres";"Ceará";"Milagres, Ceará, Brasil";-7,3111847;-38,9431159
"1003";2308351;"Milhã";"Ceará";"Milhã, Ceará, Brasil";-5,6780819;-39,1952913
"1004";2308377;"Miraíma";"Ceará";"Miraíma, Ceará, Brasil";-3,5686739;-39,9662669
"1005";2308401;"Missão Velha";"Ceará";"Missão Velha, Ceará, Brasil";-7,2484909;-39,1434842
"1006";2308500;"Mombaça";"Ceará";"Mombaça, Ceará, Brasil";-5,7384419;-39,6300089
"1007";2308609;"Monsenhor Tabosa";"Ceará";"Monsenhor Tabosa, Ceará, Brasil";-4,7910219;-40,0646369
"1008";2308708;"Morada Nova";"Ceará";"Morada Nova, Ceará, Brasil";-5,0973599;-38,3701579
"1009";2308807;"Moraújo";"Ceará";"Moraújo, Ceará, Brasil";-3,4657653;-40,6791459
"1010";2308906;"Morrinhos";"Ceará";"Morrinhos, Ceará, Brasil";-3,2275748;-40,1280782
"1011";2309003;"Mucambo";"Ceará";"Mucambo, Ceará, Brasil";-3,9028138;-40,7430767
"1012";2309102;"Mulungu";"Ceará";"Mulungu, Ceará, Brasil";-4,3023152;-38,9927993
"1013";2309201;"Nova Olinda";"Ceará";"Nova Olinda, Ceará, Brasil";-7,0918865;-39,6798106
"1014";2309300;"Nova Russas";"Ceará";"Nova Russas, Ceará, Brasil";-4,7058069;-40,5621179
"1015";2309409;"Novo Oriente";"Ceará";"Novo Oriente, Ceará, Brasil";-5,5255189;-40,7712959
"1016";2309458;"Ocara";"Ceará";"Ocara, Ceará, Brasil";-4,4901801;-38,5967108
"1017";2309508;"Orós";"Ceará";"Orós, Ceará, Brasil";-6,2458096;-38,9150565
"1018";2309607;"Pacajus";"Ceará";"Pacajus, Ceará, Brasil";-4,1710729;-38,4649879
"1019";2309706;"Pacatuba";"Ceará";"Pacatuba, Ceará, Brasil";-3,9783959;-38,6182959
"1020";2309805;"Pacoti";"Ceará";"Pacoti, Ceará, Brasil";-4,2252776;-38,9208233
"1021";2309904;"Pacujá";"Ceará";"Pacujá, Ceará, Brasil";-3,9822405;-40,6980511
"1022";2310001;"Palhano";"Ceará";"Palhano, Ceará, Brasil";-4,7449407;-37,96084
"1023";2310100;"Palmácia";"Ceará";"Palmácia, Ceará, Brasil";-4,1450476;-38,8478044
"1024";2310209;"Paracuru";"Ceará";"Paracuru, Ceará, Brasil";-3,4143599;-39,0300279
"1025";2310258;"Paraipaba";"Ceará";"Paraipaba, Ceará, Brasil";-3,4379869;-39,1478679
"1026";2310308;"Parambu";"Ceará";"Parambu, Ceará, Brasil";-6,2123855;-40,6954981
"1027";2310407;"Paramoti";"Ceará";"Paramoti, Ceará, Brasil";-4,096446;-39,239041
"1028";2310506;"Pedra Branca";"Ceará";"Pedra Branca, Ceará, Brasil";-5,4377629;-39,7133669
"1029";2310605;"Penaforte";"Ceará";"Penaforte, Ceará, Brasil";-7,8288371;-39,0751907
"1030";2310704;"Pentecoste";"Ceará";"Pentecoste, Ceará, Brasil";-3,7952281;-39,2713218
"1031";2310803;"Pereiro";"Ceará";"Pereiro, Ceará, Brasil";-6,0463894;-38,4606586
"1032";2310852;"Pindoretama";"Ceará";"Pindoretama, Ceará, Brasil";-4,0158389;-38,3061179
"1033";2310902;"Piquet Carneiro";"Ceará";"Piquet Carneiro, Ceará, Brasil";-5,8002509;-39,4170169
"1034";2310951;"Pires Ferreira";"Ceará";"Pires Ferreira, Ceará, Brasil";-4,2439217;-40,6432887
"1035";2311009;"Poranga";"Ceará";"Poranga, Ceará, Brasil";-4,7467169;-40,9205329
"1036";2311108;"Porteiras";"Ceará";"Porteiras, Ceará, Brasil";-7,5341571;-39,1153148
"1037";2311207;"Potengi";"Ceará";"Potengi, Ceará, Brasil";-7,0915204;-40,026824
"1038";2311231;"Potiretama";"Ceará";"Potiretama, Ceará, Brasil";-5,7226923;-38,1541069
"1039";2311264;"Quiterianópolis";"Ceará";"Quiterianópolis, Ceará, Brasil";-5,8458223;-40,7021203
"1040";2311306;"Quixadá";"Ceará";"Quixadá, Ceará, Brasil";-4,9707784;-39,0160655
"1041";2311355;"Quixelô";"Ceará";"Quixelô, Ceará, Brasil";-6,2520428;-39,1994361
"1042";2311405;"Quixeramobim";"Ceará";"Quixeramobim, Ceará, Brasil";-5,1906719;-39,2889469
"1043";2311504;"Quixeré";"Ceará";"Quixeré, Ceará, Brasil";-5,0734611;-37,9891778
"1044";2311603;"Redenção";"Ceará";"Redenção, Ceará, Brasil";-4,2225458;-38,7276578
"1045";2311702;"Reriutaba";"Ceará";"Reriutaba, Ceará, Brasil";-4,1419109;-40,5759149
"1046";2311801;"Russas";"Ceará";"Russas, Ceará, Brasil";-4,9267269;-37,9720859
"1047";2311900;"Saboeiro";"Ceará";"Saboeiro, Ceará, Brasil";-6,5395639;-39,9047801
"1048";2311959;"Salitre";"Ceará";"Salitre, Ceará, Brasil";-7,2856365;-40,4579832
"1049";2312205;"Santa Quitéria";"Ceará";"Santa Quitéria, Ceará, Brasil";-4,3336552;-40,1544912
