codmun;nome;uf;string
3157252;Santa Bárbara do Leste;Minas Gerais;Santa Bárbara do Leste, Minas Gerais, Brasil
3157278;Santa Bárbara do Monte Verde;Minas Gerais;Santa Bárbara do Monte Verde, Minas Gerais, Brasil
3157302;Santa Bárbara do Tugúrio;Minas Gerais;Santa Bárbara do Tugúrio, Minas Gerais, Brasil
3157336;Santa Cruz de Minas;Minas Gerais;Santa Cruz de Minas, Minas Gerais, Brasil
3157377;Santa Cruz de Salinas;Minas Gerais;Santa Cruz de Salinas, Minas Gerais, Brasil
3157401;Santa Cruz do Escalvado;Minas Gerais;Santa Cruz do Escalvado, Minas Gerais, Brasil
3157500;Santa Efigênia de Minas;Minas Gerais;Santa Efigênia de Minas, Minas Gerais, Brasil
3157609;Santa Fé de Minas;Minas Gerais;Santa Fé de Minas, Minas Gerais, Brasil
3157658;Santa Helena de Minas;Minas Gerais;Santa Helena de Minas, Minas Gerais, Brasil
3157708;Santa Juliana;Minas Gerais;Santa Juliana, Minas Gerais, Brasil
3157807;Santa Luzia;Minas Gerais;Santa Luzia, Minas Gerais, Brasil
3157906;Santa Margarida;Minas Gerais;Santa Margarida, Minas Gerais, Brasil
3158003;Santa Maria de Itabira;Minas Gerais;Santa Maria de Itabira, Minas Gerais, Brasil
3158102;Santa Maria do Salto;Minas Gerais;Santa Maria do Salto, Minas Gerais, Brasil
3158201;Santa Maria do Suaçuí;Minas Gerais;Santa Maria do Suaçuí, Minas Gerais, Brasil
3159209;Santa Rita de Caldas;Minas Gerais;Santa Rita de Caldas, Minas Gerais, Brasil
3159407;Santa Rita de Ibitipoca;Minas Gerais;Santa Rita de Ibitipoca, Minas Gerais, Brasil
3159308;Santa Rita de Jacutinga;Minas Gerais;Santa Rita de Jacutinga, Minas Gerais, Brasil
3159357;Santa Rita de Minas;Minas Gerais;Santa Rita de Minas, Minas Gerais, Brasil
3159506;Santa Rita do Itueto;Minas Gerais;Santa Rita do Itueto, Minas Gerais, Brasil
3159605;Santa Rita do Sapucaí;Minas Gerais;Santa Rita do Sapucaí, Minas Gerais, Brasil
3159704;Santa Rosa da Serra;Minas Gerais;Santa Rosa da Serra, Minas Gerais, Brasil
3159803;Santa Vitória;Minas Gerais;Santa Vitória, Minas Gerais, Brasil
3158300;Santana da Vargem;Minas Gerais;Santana da Vargem, Minas Gerais, Brasil
3158409;Santana de Cataguases;Minas Gerais;Santana de Cataguases, Minas Gerais, Brasil
3158508;Santana de Pirapama;Minas Gerais;Santana de Pirapama, Minas Gerais, Brasil
3158607;Santana do Deserto;Minas Gerais;Santana do Deserto, Minas Gerais, Brasil
3158706;Santana do Garambéu;Minas Gerais;Santana do Garambéu, Minas Gerais, Brasil
3158805;Santana do Jacaré;Minas Gerais;Santana do Jacaré, Minas Gerais, Brasil
3158904;Santana do Manhuaçu;Minas Gerais;Santana do Manhuaçu, Minas Gerais, Brasil
3158953;Santana do Paraíso;Minas Gerais;Santana do Paraíso, Minas Gerais, Brasil
3159001;Santana do Riacho;Minas Gerais;Santana do Riacho, Minas Gerais, Brasil
3159100;Santana dos Montes;Minas Gerais;Santana dos Montes, Minas Gerais, Brasil
3159902;Santo Antônio do Amparo;Minas Gerais;Santo Antônio do Amparo, Minas Gerais, Brasil
3160009;Santo Antônio do Aventureiro;Minas Gerais;Santo Antônio do Aventureiro, Minas Gerais, Brasil
3160108;Santo Antônio do Grama;Minas Gerais;Santo Antônio do Grama, Minas Gerais, Brasil
3160207;Santo Antônio do Itambé;Minas Gerais;Santo Antônio do Itambé, Minas Gerais, Brasil
3160306;Santo Antônio do Jacinto;Minas Gerais;Santo Antônio do Jacinto, Minas Gerais, Brasil
3160405;Santo Antônio do Monte;Minas Gerais;Santo Antônio do Monte, Minas Gerais, Brasil
3160454;Santo Antônio do Retiro;Minas Gerais;Santo Antônio do Retiro, Minas Gerais, Brasil
3160504;Santo Antônio do Rio Abaixo;Minas Gerais;Santo Antônio do Rio Abaixo, Minas Gerais, Brasil
3160603;Santo Hipólito;Minas Gerais;Santo Hipólito, Minas Gerais, Brasil
3160702;Santos Dumont;Minas Gerais;Santos Dumont, Minas Gerais, Brasil
3160801;São Bento Abade;Minas Gerais;São Bento Abade, Minas Gerais, Brasil
3160900;São Brás do Suaçuí;Minas Gerais;São Brás do Suaçuí, Minas Gerais, Brasil
3160959;São Domingos das Dores;Minas Gerais;São Domingos das Dores, Minas Gerais, Brasil
3161007;São Domingos do Prata;Minas Gerais;São Domingos do Prata, Minas Gerais, Brasil
3161056;São Félix de Minas;Minas Gerais;São Félix de Minas, Minas Gerais, Brasil
3161106;São Francisco;Minas Gerais;São Francisco, Minas Gerais, Brasil
3161205;São Francisco de Paula;Minas Gerais;São Francisco de Paula, Minas Gerais, Brasil
3161304;São Francisco de Sales;Minas Gerais;São Francisco de Sales, Minas Gerais, Brasil
3161403;São Francisco do Glória;Minas Gerais;São Francisco do Glória, Minas Gerais, Brasil
3161502;São Geraldo;Minas Gerais;São Geraldo, Minas Gerais, Brasil
3161601;São Geraldo da Piedade;Minas Gerais;São Geraldo da Piedade, Minas Gerais, Brasil
3161650;São Geraldo do Baixio;Minas Gerais;São Geraldo do Baixio, Minas Gerais, Brasil
3161700;São Gonçalo do Abaeté;Minas Gerais;São Gonçalo do Abaeté, Minas Gerais, Brasil
3161809;São Gonçalo do Pará;Minas Gerais;São Gonçalo do Pará, Minas Gerais, Brasil
3161908;São Gonçalo do Rio Abaixo;Minas Gerais;São Gonçalo do Rio Abaixo, Minas Gerais, Brasil
3125507;São Gonçalo do Rio Preto;Minas Gerais;São Gonçalo do Rio Preto, Minas Gerais, Brasil
3162005;São Gonçalo do Sapucaí;Minas Gerais;São Gonçalo do Sapucaí, Minas Gerais, Brasil
3162104;São Gotardo;Minas Gerais;São Gotardo, Minas Gerais, Brasil
3162203;São João Batista do Glória;Minas Gerais;São João Batista do Glória, Minas Gerais, Brasil
3162252;São João da Lagoa;Minas Gerais;São João da Lagoa, Minas Gerais, Brasil
3162302;São João da Mata;Minas Gerais;São João da Mata, Minas Gerais, Brasil
3162401;São João da Ponte;Minas Gerais;São João da Ponte, Minas Gerais, Brasil
3162450;São João das Missões;Minas Gerais;São João das Missões, Minas Gerais, Brasil
3162500;São João del Rei;Minas Gerais;São João del Rei, Minas Gerais, Brasil
3162559;São João do Manhuaçu;Minas Gerais;São João do Manhuaçu, Minas Gerais, Brasil
3162575;São João do Manteninha;Minas Gerais;São João do Manteninha, Minas Gerais, Brasil
3162609;São João do Oriente;Minas Gerais;São João do Oriente, Minas Gerais, Brasil
3162658;São João do Pacuí;Minas Gerais;São João do Pacuí, Minas Gerais, Brasil
3162708;São João do Paraíso;Minas Gerais;São João do Paraíso, Minas Gerais, Brasil
3162807;São João Evangelista;Minas Gerais;São João Evangelista, Minas Gerais, Brasil
3162906;São João Nepomuceno;Minas Gerais;São João Nepomuceno, Minas Gerais, Brasil
3162922;São Joaquim de Bicas;Minas Gerais;São Joaquim de Bicas, Minas Gerais, Brasil
3162948;São José da Barra;Minas Gerais;São José da Barra, Minas Gerais, Brasil
3162955;São José da Lapa;Minas Gerais;São José da Lapa, Minas Gerais, Brasil
3163003;São José da Safira;Minas Gerais;São José da Safira, Minas Gerais, Brasil
3163102;São José da Varginha;Minas Gerais;São José da Varginha, Minas Gerais, Brasil
3163201;São José do Alegre;Minas Gerais;São José do Alegre, Minas Gerais, Brasil
3163300;São José do Divino;Minas Gerais;São José do Divino, Minas Gerais, Brasil
3163409;São José do Goiabal;Minas Gerais;São José do Goiabal, Minas Gerais, Brasil
3163508;São José do Jacuri;Minas Gerais;São José do Jacuri, Minas Gerais, Brasil
3163607;São José do Mantimento;Minas Gerais;São José do Mantimento, Minas Gerais, Brasil
3163706;São Lourenço;Minas Gerais;São Lourenço, Minas Gerais, Brasil
3163805;São Miguel do Anta;Minas Gerais;São Miguel do Anta, Minas Gerais, Brasil
3163904;São Pedro da União;Minas Gerais;São Pedro da União, Minas Gerais, Brasil
3164100;São Pedro do Suaçuí;Minas Gerais;São Pedro do Suaçuí, Minas Gerais, Brasil
3164001;São Pedro dos Ferros;Minas Gerais;São Pedro dos Ferros, Minas Gerais, Brasil
3164209;São Romão;Minas Gerais;São Romão, Minas Gerais, Brasil
3164308;São Roque de Minas;Minas Gerais;São Roque de Minas, Minas Gerais, Brasil
3164407;São Sebastião da Bela Vista;Minas Gerais;São Sebastião da Bela Vista, Minas Gerais, Brasil
3164431;São Sebastião da Vargem Alegre;Minas Gerais;São Sebastião da Vargem Alegre, Minas Gerais, Brasil
3164472;São Sebastião do Anta;Minas Gerais;São Sebastião do Anta, Minas Gerais, Brasil
3164506;São Sebastião do Maranhão;Minas Gerais;São Sebastião do Maranhão, Minas Gerais, Brasil
3164605;São Sebastião do Oeste;Minas Gerais;São Sebastião do Oeste, Minas Gerais, Brasil
3164704;São Sebastião do Paraíso;Minas Gerais;São Sebastião do Paraíso, Minas Gerais, Brasil
3164803;São Sebastião do Rio Preto;Minas Gerais;São Sebastião do Rio Preto, Minas Gerais, Brasil
3164902;São Sebastião do Rio Verde;Minas Gerais;São Sebastião do Rio Verde, Minas Gerais, Brasil
3165206;São Thomé das Letras;Minas Gerais;São Thomé das Letras, Minas Gerais, Brasil
3165008;São Tiago;Minas Gerais;São Tiago, Minas Gerais, Brasil
3165107;São Tomás de Aquino;Minas Gerais;São Tomás de Aquino, Minas Gerais, Brasil
3165305;São Vicente de Minas;Minas Gerais;São Vicente de Minas, Minas Gerais, Brasil
3165404;Sapucaí-Mirim;Minas Gerais;Sapucaí-Mirim, Minas Gerais, Brasil
3165503;Sardoá;Minas Gerais;Sardoá, Minas Gerais, Brasil
3165537;Sarzedo;Minas Gerais;Sarzedo, Minas Gerais, Brasil
3165560;Sem-Peixe;Minas Gerais;Sem-Peixe, Minas Gerais, Brasil
3165578;Senador Amaral;Minas Gerais;Senador Amaral, Minas Gerais, Brasil
3165602;Senador Cortes;Minas Gerais;Senador Cortes, Minas Gerais, Brasil
3165701;Senador Firmino;Minas Gerais;Senador Firmino, Minas Gerais, Brasil
3165800;Senador José Bento;Minas Gerais;Senador José Bento, Minas Gerais, Brasil
3165909;Senador Modestino Gonçalves;Minas Gerais;Senador Modestino Gonçalves, Minas Gerais, Brasil
3166006;Senhora de Oliveira;Minas Gerais;Senhora de Oliveira, Minas Gerais, Brasil
3166105;Senhora do Porto;Minas Gerais;Senhora do Porto, Minas Gerais, Brasil
3166204;Senhora dos Remédios;Minas Gerais;Senhora dos Remédios, Minas Gerais, Brasil
3166303;Sericita;Minas Gerais;Sericita, Minas Gerais, Brasil
3166402;Seritinga;Minas Gerais;Seritinga, Minas Gerais, Brasil
3166501;Serra Azul de Minas;Minas Gerais;Serra Azul de Minas, Minas Gerais, Brasil
3166600;Serra da Saudade;Minas Gerais;Serra da Saudade, Minas Gerais, Brasil
3166808;Serra do Salitre;Minas Gerais;Serra do Salitre, Minas Gerais, Brasil
3166709;Serra dos Aimorés;Minas Gerais;Serra dos Aimorés, Minas Gerais, Brasil
3166907;Serrania;Minas Gerais;Serrania, Minas Gerais, Brasil
3166956;Serranópolis de Minas;Minas Gerais;Serranópolis de Minas, Minas Gerais, Brasil
3167004;Serranos;Minas Gerais;Serranos, Minas Gerais, Brasil
3167103;Serro;Minas Gerais;Serro, Minas Gerais, Brasil
3167202;Sete Lagoas;Minas Gerais;Sete Lagoas, Minas Gerais, Brasil
3165552;Setubinha;Minas Gerais;Setubinha, Minas Gerais, Brasil
3167301;Silveirânia;Minas Gerais;Silveirânia, Minas Gerais, Brasil
3167400;Silvianópolis;Minas Gerais;Silvianópolis, Minas Gerais, Brasil
3167509;Simão Pereira;Minas Gerais;Simão Pereira, Minas Gerais, Brasil
3167608;Simonésia;Minas Gerais;Simonésia, Minas Gerais, Brasil
3167707;Sobrália;Minas Gerais;Sobrália, Minas Gerais, Brasil
3167806;Soledade de Minas;Minas Gerais;Soledade de Minas, Minas Gerais, Brasil
3167905;Tabuleiro;Minas Gerais;Tabuleiro, Minas Gerais, Brasil
3168002;Taiobeiras;Minas Gerais;Taiobeiras, Minas Gerais, Brasil
3168051;Taparuba;Minas Gerais;Taparuba, Minas Gerais, Brasil
3168101;Tapira;Minas Gerais;Tapira, Minas Gerais, Brasil
3168200;Tapiraí;Minas Gerais;Tapiraí, Minas Gerais, Brasil
3168309;Taquaraçu de Minas;Minas Gerais;Taquaraçu de Minas, Minas Gerais, Brasil
3168408;Tarumirim;Minas Gerais;Tarumirim, Minas Gerais, Brasil
3168507;Teixeiras;Minas Gerais;Teixeiras, Minas Gerais, Brasil
3168606;Teófilo Otoni;Minas Gerais;Teófilo Otoni, Minas Gerais, Brasil
3168705;Timóteo;Minas Gerais;Timóteo, Minas Gerais, Brasil
3168804;Tiradentes;Minas Gerais;Tiradentes, Minas Gerais, Brasil
3168903;Tiros;Minas Gerais;Tiros, Minas Gerais, Brasil
3169000;Tocantins;Minas Gerais;Tocantins, Minas Gerais, Brasil
3169059;Tocos do Moji;Minas Gerais;Tocos do Moji, Minas Gerais, Brasil
3169109;Toledo;Minas Gerais;Toledo, Minas Gerais, Brasil
3169208;Tombos;Minas Gerais;Tombos, Minas Gerais, Brasil
3169307;Três Corações;Minas Gerais;Três Corações, Minas Gerais, Brasil
3169356;Três Marias;Minas Gerais;Três Marias, Minas Gerais, Brasil
3169406;Três Pontas;Minas Gerais;Três Pontas, Minas Gerais, Brasil
3169505;Tumiritinga;Minas Gerais;Tumiritinga, Minas Gerais, Brasil
3169604;Tupaciguara;Minas Gerais;Tupaciguara, Minas Gerais, Brasil
3169703;Turmalina;Minas Gerais;Turmalina, Minas Gerais, Brasil
3169802;Turvolândia;Minas Gerais;Turvolândia, Minas Gerais, Brasil
3169901;Ubá;Minas Gerais;Ubá, Minas Gerais, Brasil
3170008;Ubaí;Minas Gerais;Ubaí, Minas Gerais, Brasil
3170057;Ubaporanga;Minas Gerais;Ubaporanga, Minas Gerais, Brasil
3170107;Uberaba;Minas Gerais;Uberaba, Minas Gerais, Brasil
3170206;Uberlândia;Minas Gerais;Uberlândia, Minas Gerais, Brasil
3170305;Umburatiba;Minas Gerais;Umburatiba, Minas Gerais, Brasil
3170404;Unaí;Minas Gerais;Unaí, Minas Gerais, Brasil
3170438;União de Minas;Minas Gerais;União de Minas, Minas Gerais, Brasil
3170479;Uruana de Minas;Minas Gerais;Uruana de Minas, Minas Gerais, Brasil
3170503;Urucânia;Minas Gerais;Urucânia, Minas Gerais, Brasil
3170529;Urucuia;Minas Gerais;Urucuia, Minas Gerais, Brasil
3170578;Vargem Alegre;Minas Gerais;Vargem Alegre, Minas Gerais, Brasil
3170602;Vargem Bonita;Minas Gerais;Vargem Bonita, Minas Gerais, Brasil
3170651;Vargem Grande do Rio Pardo;Minas Gerais;Vargem Grande do Rio Pardo, Minas Gerais, Brasil
3170701;Varginha;Minas Gerais;Varginha, Minas Gerais, Brasil
3170750;Varjão de Minas;Minas Gerais;Varjão de Minas, Minas Gerais, Brasil
3170800;Várzea da Palma;Minas Gerais;Várzea da Palma, Minas Gerais, Brasil
3170909;Varzelândia;Minas Gerais;Varzelândia, Minas Gerais, Brasil
3171006;Vazante;Minas Gerais;Vazante, Minas Gerais, Brasil
3171030;Verdelândia;Minas Gerais;Verdelândia, Minas Gerais, Brasil
3171071;Veredinha;Minas Gerais;Veredinha, Minas Gerais, Brasil
3171105;Veríssimo;Minas Gerais;Veríssimo, Minas Gerais, Brasil
3171154;Vermelho Novo;Minas Gerais;Vermelho Novo, Minas Gerais, Brasil
3171204;Vespasiano;Minas Gerais;Vespasiano, Minas Gerais, Brasil
3171303;Viçosa;Minas Gerais;Viçosa, Minas Gerais, Brasil
3171402;Vieiras;Minas Gerais;Vieiras, Minas Gerais, Brasil
3171600;Virgem da Lapa;Minas Gerais;Virgem da Lapa, Minas Gerais, Brasil
3171709;Virgínia;Minas Gerais;Virgínia, Minas Gerais, Brasil
3171808;Virginópolis;Minas Gerais;Virginópolis, Minas Gerais, Brasil
3171907;Virgolândia;Minas Gerais;Virgolândia, Minas Gerais, Brasil
3172004;Visconde do Rio Branco;Minas Gerais;Visconde do Rio Branco, Minas Gerais, Brasil
3172103;Volta Grande;Minas Gerais;Volta Grande, Minas Gerais, Brasil
3172202;Wenceslau Braz;Minas Gerais;Wenceslau Braz, Minas Gerais, Brasil
3200102;Afonso Cláudio;Espírito Santo;Afonso Cláudio, Espírito Santo, Brasil
3200169;Água Doce do Norte;Espírito Santo;Água Doce do Norte, Espírito Santo, Brasil
3200136;Águia Branca;Espírito Santo;Águia Branca, Espírito Santo, Brasil
3200201;Alegre;Espírito Santo;Alegre, Espírito Santo, Brasil
3200300;Alfredo Chaves;Espírito Santo;Alfredo Chaves, Espírito Santo, Brasil
3200359;Alto Rio Novo;Espírito Santo;Alto Rio Novo, Espírito Santo, Brasil
3200409;Anchieta;Espírito Santo;Anchieta, Espírito Santo, Brasil
3200508;Apiacá;Espírito Santo;Apiacá, Espírito Santo, Brasil
3200607;Aracruz;Espírito Santo;Aracruz, Espírito Santo, Brasil
3200706;Atilio Vivacqua;Espírito Santo;Atilio Vivacqua, Espírito Santo, Brasil
3200805;Baixo Guandu;Espírito Santo;Baixo Guandu, Espírito Santo, Brasil
3200904;Barra de São Francisco;Espírito Santo;Barra de São Francisco, Espírito Santo, Brasil
3201001;Boa Esperança;Espírito Santo;Boa Esperança, Espírito Santo, Brasil
3201100;Bom Jesus do Norte;Espírito Santo;Bom Jesus do Norte, Espírito Santo, Brasil
3201159;Brejetuba;Espírito Santo;Brejetuba, Espírito Santo, Brasil
3201209;Cachoeiro de Itapemirim;Espírito Santo;Cachoeiro de Itapemirim, Espírito Santo, Brasil
3201308;Cariacica;Espírito Santo;Cariacica, Espírito Santo, Brasil
3201407;Castelo;Espírito Santo;Castelo, Espírito Santo, Brasil
3201506;Colatina;Espírito Santo;Colatina, Espírito Santo, Brasil
3201605;Conceição da Barra;Espírito Santo;Conceição da Barra, Espírito Santo, Brasil
3201704;Conceição do Castelo;Espírito Santo;Conceição do Castelo, Espírito Santo, Brasil
3201803;Divino de São Lourenço;Espírito Santo;Divino de São Lourenço, Espírito Santo, Brasil
3201902;Domingos Martins;Espírito Santo;Domingos Martins, Espírito Santo, Brasil
3202009;Dores do Rio Preto;Espírito Santo;Dores do Rio Preto, Espírito Santo, Brasil
3202108;Ecoporanga;Espírito Santo;Ecoporanga, Espírito Santo, Brasil
3202207;Fundão;Espírito Santo;Fundão, Espírito Santo, Brasil
3202256;Governador Lindenberg;Espírito Santo;Governador Lindenberg, Espírito Santo, Brasil
3202306;Guaçuí;Espírito Santo;Guaçuí, Espírito Santo, Brasil
3202405;Guarapari;Espírito Santo;Guarapari, Espírito Santo, Brasil
3202454;Ibatiba;Espírito Santo;Ibatiba, Espírito Santo, Brasil
3202504;Ibiraçu;Espírito Santo;Ibiraçu, Espírito Santo, Brasil
3202553;Ibitirama;Espírito Santo;Ibitirama, Espírito Santo, Brasil
3202603;Iconha;Espírito Santo;Iconha, Espírito Santo, Brasil
3202652;Irupi;Espírito Santo;Irupi, Espírito Santo, Brasil
3202702;Itaguaçu;Espírito Santo;Itaguaçu, Espírito Santo, Brasil
3202801;Itapemirim;Espírito Santo;Itapemirim, Espírito Santo, Brasil
3202900;Itarana;Espírito Santo;Itarana, Espírito Santo, Brasil
3203007;Iúna;Espírito Santo;Iúna, Espírito Santo, Brasil
3203056;Jaguaré;Espírito Santo;Jaguaré, Espírito Santo, Brasil
3203106;Jerônimo Monteiro;Espírito Santo;Jerônimo Monteiro, Espírito Santo, Brasil
3203130;João Neiva;Espírito Santo;João Neiva, Espírito Santo, Brasil
3203163;Laranja da Terra;Espírito Santo;Laranja da Terra, Espírito Santo, Brasil
3203205;Linhares;Espírito Santo;Linhares, Espírito Santo, Brasil
3203304;Mantenópolis;Espírito Santo;Mantenópolis, Espírito Santo, Brasil
3203320;Marataízes;Espírito Santo;Marataízes, Espírito Santo, Brasil
3203346;Marechal Floriano;Espírito Santo;Marechal Floriano, Espírito Santo, Brasil
3203353;Marilândia;Espírito Santo;Marilândia, Espírito Santo, Brasil
3203403;Mimoso do Sul;Espírito Santo;Mimoso do Sul, Espírito Santo, Brasil
3203502;Montanha;Espírito Santo;Montanha, Espírito Santo, Brasil
3203601;Mucurici;Espírito Santo;Mucurici, Espírito Santo, Brasil
3203700;Muniz Freire;Espírito Santo;Muniz Freire, Espírito Santo, Brasil
3203809;Muqui;Espírito Santo;Muqui, Espírito Santo, Brasil
3203908;Nova Venécia;Espírito Santo;Nova Venécia, Espírito Santo, Brasil
3204005;Pancas;Espírito Santo;Pancas, Espírito Santo, Brasil
3204054;Pedro Canário;Espírito Santo;Pedro Canário, Espírito Santo, Brasil
3204104;Pinheiros;Espírito Santo;Pinheiros, Espírito Santo, Brasil
3204203;Piúma;Espírito Santo;Piúma, Espírito Santo, Brasil
3204252;Ponto Belo;Espírito Santo;Ponto Belo, Espírito Santo, Brasil
3204302;Presidente Kennedy;Espírito Santo;Presidente Kennedy, Espírito Santo, Brasil
3204351;Rio Bananal;Espírito Santo;Rio Bananal, Espírito Santo, Brasil
3204401;Rio Novo do Sul;Espírito Santo;Rio Novo do Sul, Espírito Santo, Brasil
3204500;Santa Leopoldina;Espírito Santo;Santa Leopoldina, Espírito Santo, Brasil
3204559;Santa Maria de Jetibá;Espírito Santo;Santa Maria de Jetibá, Espírito Santo, Brasil
3204609;Santa Teresa;Espírito Santo;Santa Teresa, Espírito Santo, Brasil
3204658;São Domingos do Norte;Espírito Santo;São Domingos do Norte, Espírito Santo, Brasil
3204708;São Gabriel da Palha;Espírito Santo;São Gabriel da Palha, Espírito Santo, Brasil
3204807;São José do Calçado;Espírito Santo;São José do Calçado, Espírito Santo, Brasil
3204906;São Mateus;Espírito Santo;São Mateus, Espírito Santo, Brasil
3204955;São Roque do Canaã;Espírito Santo;São Roque do Canaã, Espírito Santo, Brasil
3205002;Serra;Espírito Santo;Serra, Espírito Santo, Brasil
3205010;Sooretama;Espírito Santo;Sooretama, Espírito Santo, Brasil
3205036;Vargem Alta;Espírito Santo;Vargem Alta, Espírito Santo, Brasil
3205069;Venda Nova do Imigrante;Espírito Santo;Venda Nova do Imigrante, Espírito Santo, Brasil
3205101;Viana;Espírito Santo;Viana, Espírito Santo, Brasil
3205150;Vila Pavão;Espírito Santo;Vila Pavão, Espírito Santo, Brasil
3205176;Vila Valério;Espírito Santo;Vila Valério, Espírito Santo, Brasil
3205200;Vila Velha;Espírito Santo;Vila Velha, Espírito Santo, Brasil
3205309;Vitória;Espírito Santo;Vitória, Espírito Santo, Brasil
3300100;Angra dos Reis;Rio de Janeiro;Angra dos Reis, Rio de Janeiro, Brasil
3300159;Aperibé;Rio de Janeiro;Aperibé, Rio de Janeiro, Brasil
3300209;Araruama;Rio de Janeiro;Araruama, Rio de Janeiro, Brasil
3300225;Areal;Rio de Janeiro;Areal, Rio de Janeiro, Brasil
3300233;Armação dos Búzios;Rio de Janeiro;Armação dos Búzios, Rio de Janeiro, Brasil
3300258;Arraial do Cabo;Rio de Janeiro;Arraial do Cabo, Rio de Janeiro, Brasil
3300308;Barra do Piraí;Rio de Janeiro;Barra do Piraí, Rio de Janeiro, Brasil
3300407;Barra Mansa;Rio de Janeiro;Barra Mansa, Rio de Janeiro, Brasil
3300456;Belford Roxo;Rio de Janeiro;Belford Roxo, Rio de Janeiro, Brasil
3300506;Bom Jardim;Rio de Janeiro;Bom Jardim, Rio de Janeiro, Brasil
3300605;Bom Jesus do Itabapoana;Rio de Janeiro;Bom Jesus do Itabapoana, Rio de Janeiro, Brasil
3300704;Cabo Frio;Rio de Janeiro;Cabo Frio, Rio de Janeiro, Brasil
3300803;Cachoeiras de Macacu;Rio de Janeiro;Cachoeiras de Macacu, Rio de Janeiro, Brasil
3300902;Cambuci;Rio de Janeiro;Cambuci, Rio de Janeiro, Brasil
3301009;Campos dos Goytacazes;Rio de Janeiro;Campos dos Goytacazes, Rio de Janeiro, Brasil
3301108;Cantagalo;Rio de Janeiro;Cantagalo, Rio de Janeiro, Brasil
3300936;Carapebus;Rio de Janeiro;Carapebus, Rio de Janeiro, Brasil
3301157;Cardoso Moreira;Rio de Janeiro;Cardoso Moreira, Rio de Janeiro, Brasil
3301207;Carmo;Rio de Janeiro;Carmo, Rio de Janeiro, Brasil
3301306;Casimiro de Abreu;Rio de Janeiro;Casimiro de Abreu, Rio de Janeiro, Brasil
3300951;Comendador Levy Gasparian;Rio de Janeiro;Comendador Levy Gasparian, Rio de Janeiro, Brasil
3301405;Conceição de Macabu;Rio de Janeiro;Conceição de Macabu, Rio de Janeiro, Brasil
3301504;Cordeiro;Rio de Janeiro;Cordeiro, Rio de Janeiro, Brasil
3301603;Duas Barras;Rio de Janeiro;Duas Barras, Rio de Janeiro, Brasil
3301702;Duque de Caxias;Rio de Janeiro;Duque de Caxias, Rio de Janeiro, Brasil
3301801;Engenheiro Paulo de Frontin;Rio de Janeiro;Engenheiro Paulo de Frontin, Rio de Janeiro, Brasil
3301850;Guapimirim;Rio de Janeiro;Guapimirim, Rio de Janeiro, Brasil
3301876;Iguaba Grande;Rio de Janeiro;Iguaba Grande, Rio de Janeiro, Brasil
3301900;Itaboraí;Rio de Janeiro;Itaboraí, Rio de Janeiro, Brasil
3302007;Itaguaí;Rio de Janeiro;Itaguaí, Rio de Janeiro, Brasil
3302056;Italva;Rio de Janeiro;Italva, Rio de Janeiro, Brasil
3302106;Itaocara;Rio de Janeiro;Itaocara, Rio de Janeiro, Brasil
3302205;Itaperuna;Rio de Janeiro;Itaperuna, Rio de Janeiro, Brasil
3302254;Itatiaia;Rio de Janeiro;Itatiaia, Rio de Janeiro, Brasil
3302270;Japeri;Rio de Janeiro;Japeri, Rio de Janeiro, Brasil
3302304;Laje do Muriaé;Rio de Janeiro;Laje do Muriaé, Rio de Janeiro, Brasil
3302403;Macaé;Rio de Janeiro;Macaé, Rio de Janeiro, Brasil
3302452;Macuco;Rio de Janeiro;Macuco, Rio de Janeiro, Brasil
3302502;Magé;Rio de Janeiro;Magé, Rio de Janeiro, Brasil
3302601;Mangaratiba;Rio de Janeiro;Mangaratiba, Rio de Janeiro, Brasil
3302700;Maricá;Rio de Janeiro;Maricá, Rio de Janeiro, Brasil
3302809;Mendes;Rio de Janeiro;Mendes, Rio de Janeiro, Brasil
3302858;Mesquita;Rio de Janeiro;Mesquita, Rio de Janeiro, Brasil
3302908;Miguel Pereira;Rio de Janeiro;Miguel Pereira, Rio de Janeiro, Brasil
3303005;Miracema;Rio de Janeiro;Miracema, Rio de Janeiro, Brasil
3303104;Natividade;Rio de Janeiro;Natividade, Rio de Janeiro, Brasil
3303203;Nilópolis;Rio de Janeiro;Nilópolis, Rio de Janeiro, Brasil
3303302;Niterói;Rio de Janeiro;Niterói, Rio de Janeiro, Brasil
3303401;Nova Friburgo;Rio de Janeiro;Nova Friburgo, Rio de Janeiro, Brasil
3303500;Nova Iguaçu;Rio de Janeiro;Nova Iguaçu, Rio de Janeiro, Brasil
3303609;Paracambi;Rio de Janeiro;Paracambi, Rio de Janeiro, Brasil
3303708;Paraíba do Sul;Rio de Janeiro;Paraíba do Sul, Rio de Janeiro, Brasil
3303807;Paraty;Rio de Janeiro;Paraty, Rio de Janeiro, Brasil
3303856;Paty do Alferes;Rio de Janeiro;Paty do Alferes, Rio de Janeiro, Brasil
3303906;Petrópolis;Rio de Janeiro;Petrópolis, Rio de Janeiro, Brasil
3303955;Pinheiral;Rio de Janeiro;Pinheiral, Rio de Janeiro, Brasil
3304003;Piraí;Rio de Janeiro;Piraí, Rio de Janeiro, Brasil
3304102;Porciúncula;Rio de Janeiro;Porciúncula, Rio de Janeiro, Brasil
