codmun;nome;uf;string
2502508;Boqueirão;Paraíba;Boqueirão, Paraíba, Brasil
2502706;Borborema;Paraíba;Borborema, Paraíba, Brasil
2502805;Brejo do Cruz;Paraíba;Brejo do Cruz, Paraíba, Brasil
2502904;Brejo dos Santos;Paraíba;Brejo dos Santos, Paraíba, Brasil
2503001;Caaporã;Paraíba;Caaporã, Paraíba, Brasil
2503100;Cabaceiras;Paraíba;Cabaceiras, Paraíba, Brasil
2503209;Cabedelo;Paraíba;Cabedelo, Paraíba, Brasil
2503308;Cachoeira dos Índios;Paraíba;Cachoeira dos Índios, Paraíba, Brasil
2503407;Cacimba de Areia;Paraíba;Cacimba de Areia, Paraíba, Brasil
2503506;Cacimba de Dentro;Paraíba;Cacimba de Dentro, Paraíba, Brasil
2503555;Cacimbas;Paraíba;Cacimbas, Paraíba, Brasil
2503605;Caiçara;Paraíba;Caiçara, Paraíba, Brasil
2503704;Cajazeiras;Paraíba;Cajazeiras, Paraíba, Brasil
2503753;Cajazeirinhas;Paraíba;Cajazeirinhas, Paraíba, Brasil
2503803;Caldas Brandão;Paraíba;Caldas Brandão, Paraíba, Brasil
2503902;Camalaú;Paraíba;Camalaú, Paraíba, Brasil
2504009;Campina Grande;Paraíba;Campina Grande, Paraíba, Brasil
2504033;Capim;Paraíba;Capim, Paraíba, Brasil
2504074;Caraúbas;Paraíba;Caraúbas, Paraíba, Brasil
2504108;Carrapateira;Paraíba;Carrapateira, Paraíba, Brasil
2504157;Casserengue;Paraíba;Casserengue, Paraíba, Brasil
2504207;Catingueira;Paraíba;Catingueira, Paraíba, Brasil
2504306;Catolé do Rocha;Paraíba;Catolé do Rocha, Paraíba, Brasil
2504355;Caturité;Paraíba;Caturité, Paraíba, Brasil
2504405;Conceição;Paraíba;Conceição, Paraíba, Brasil
2504504;Condado;Paraíba;Condado, Paraíba, Brasil
2504603;Conde;Paraíba;Conde, Paraíba, Brasil
2504702;Congo;Paraíba;Congo, Paraíba, Brasil
2504801;Coremas;Paraíba;Coremas, Paraíba, Brasil
2504850;Coxixola;Paraíba;Coxixola, Paraíba, Brasil
2504900;Cruz do Espírito Santo;Paraíba;Cruz do Espírito Santo, Paraíba, Brasil
2505006;Cubati;Paraíba;Cubati, Paraíba, Brasil
2505105;Cuité;Paraíba;Cuité, Paraíba, Brasil
2505238;Cuité de Mamanguape;Paraíba;Cuité de Mamanguape, Paraíba, Brasil
2505204;Cuitegi;Paraíba;Cuitegi, Paraíba, Brasil
2505279;Curral de Cima;Paraíba;Curral de Cima, Paraíba, Brasil
2505303;Curral Velho;Paraíba;Curral Velho, Paraíba, Brasil
2505352;Damião;Paraíba;Damião, Paraíba, Brasil
2505402;Desterro;Paraíba;Desterro, Paraíba, Brasil
2505600;Diamante;Paraíba;Diamante, Paraíba, Brasil
2505709;Dona Inês;Paraíba;Dona Inês, Paraíba, Brasil
2505808;Duas Estradas;Paraíba;Duas Estradas, Paraíba, Brasil
2505907;Emas;Paraíba;Emas, Paraíba, Brasil
2506004;Esperança;Paraíba;Esperança, Paraíba, Brasil
2506103;Fagundes;Paraíba;Fagundes, Paraíba, Brasil
2506202;Frei Martinho;Paraíba;Frei Martinho, Paraíba, Brasil
2506251;Gado Bravo;Paraíba;Gado Bravo, Paraíba, Brasil
2506301;Guarabira;Paraíba;Guarabira, Paraíba, Brasil
2506400;Gurinhém;Paraíba;Gurinhém, Paraíba, Brasil
2506509;Gurjão;Paraíba;Gurjão, Paraíba, Brasil
2506608;Ibiara;Paraíba;Ibiara, Paraíba, Brasil
2502607;Igaracy;Paraíba;Igaracy, Paraíba, Brasil
2506707;Imaculada;Paraíba;Imaculada, Paraíba, Brasil
2506806;Ingá;Paraíba;Ingá, Paraíba, Brasil
2506905;Itabaiana;Paraíba;Itabaiana, Paraíba, Brasil
2507002;Itaporanga;Paraíba;Itaporanga, Paraíba, Brasil
2507101;Itapororoca;Paraíba;Itapororoca, Paraíba, Brasil
2507200;Itatuba;Paraíba;Itatuba, Paraíba, Brasil
2507309;Jacaraú;Paraíba;Jacaraú, Paraíba, Brasil
2507408;Jericó;Paraíba;Jericó, Paraíba, Brasil
2507507;João Pessoa;Paraíba;João Pessoa, Paraíba, Brasil
2513653;Joca Claudino;Paraíba;Joca Claudino, Paraíba, Brasil
2507606;Juarez Távora;Paraíba;Juarez Távora, Paraíba, Brasil
2507705;Juazeirinho;Paraíba;Juazeirinho, Paraíba, Brasil
2507804;Junco do Seridó;Paraíba;Junco do Seridó, Paraíba, Brasil
2507903;Juripiranga;Paraíba;Juripiranga, Paraíba, Brasil
2508000;Juru;Paraíba;Juru, Paraíba, Brasil
2508109;Lagoa;Paraíba;Lagoa, Paraíba, Brasil
2508208;Lagoa de Dentro;Paraíba;Lagoa de Dentro, Paraíba, Brasil
2508307;Lagoa Seca;Paraíba;Lagoa Seca, Paraíba, Brasil
2508406;Lastro;Paraíba;Lastro, Paraíba, Brasil
2508505;Livramento;Paraíba;Livramento, Paraíba, Brasil
2508554;Logradouro;Paraíba;Logradouro, Paraíba, Brasil
2508604;Lucena;Paraíba;Lucena, Paraíba, Brasil
2508703;Mãe d'Água;Paraíba;Mãe d'Água, Paraíba, Brasil
2508802;Malta;Paraíba;Malta, Paraíba, Brasil
2508901;Mamanguape;Paraíba;Mamanguape, Paraíba, Brasil
2509008;Manaíra;Paraíba;Manaíra, Paraíba, Brasil
2509057;Marcação;Paraíba;Marcação, Paraíba, Brasil
2509107;Mari;Paraíba;Mari, Paraíba, Brasil
2509156;Marizópolis;Paraíba;Marizópolis, Paraíba, Brasil
2509206;Massaranduba;Paraíba;Massaranduba, Paraíba, Brasil
2509305;Mataraca;Paraíba;Mataraca, Paraíba, Brasil
2509339;Matinhas;Paraíba;Matinhas, Paraíba, Brasil
2509370;Mato Grosso;Paraíba;Mato Grosso, Paraíba, Brasil
2509396;Maturéia;Paraíba;Maturéia, Paraíba, Brasil
2509404;Mogeiro;Paraíba;Mogeiro, Paraíba, Brasil
2509503;Montadas;Paraíba;Montadas, Paraíba, Brasil
2509602;Monte Horebe;Paraíba;Monte Horebe, Paraíba, Brasil
2509701;Monteiro;Paraíba;Monteiro, Paraíba, Brasil
2509800;Mulungu;Paraíba;Mulungu, Paraíba, Brasil
2509909;Natuba;Paraíba;Natuba, Paraíba, Brasil
2510006;Nazarezinho;Paraíba;Nazarezinho, Paraíba, Brasil
2510105;Nova Floresta;Paraíba;Nova Floresta, Paraíba, Brasil
2510204;Nova Olinda;Paraíba;Nova Olinda, Paraíba, Brasil
2510303;Nova Palmeira;Paraíba;Nova Palmeira, Paraíba, Brasil
2510402;Olho d'Água;Paraíba;Olho d'Água, Paraíba, Brasil
2510501;Olivedos;Paraíba;Olivedos, Paraíba, Brasil
2510600;Ouro Velho;Paraíba;Ouro Velho, Paraíba, Brasil
2510659;Parari;Paraíba;Parari, Paraíba, Brasil
2510709;Passagem;Paraíba;Passagem, Paraíba, Brasil
2510808;Patos;Paraíba;Patos, Paraíba, Brasil
2510907;Paulista;Paraíba;Paulista, Paraíba, Brasil
2511004;Pedra Branca;Paraíba;Pedra Branca, Paraíba, Brasil
2511103;Pedra Lavrada;Paraíba;Pedra Lavrada, Paraíba, Brasil
2511202;Pedras de Fogo;Paraíba;Pedras de Fogo, Paraíba, Brasil
2512721;Pedro Régis;Paraíba;Pedro Régis, Paraíba, Brasil
2511301;Piancó;Paraíba;Piancó, Paraíba, Brasil
2511400;Picuí;Paraíba;Picuí, Paraíba, Brasil
2511509;Pilar;Paraíba;Pilar, Paraíba, Brasil
2511608;Pilões;Paraíba;Pilões, Paraíba, Brasil
2511707;Pilõezinhos;Paraíba;Pilõezinhos, Paraíba, Brasil
2511806;Pirpirituba;Paraíba;Pirpirituba, Paraíba, Brasil
2511905;Pitimbu;Paraíba;Pitimbu, Paraíba, Brasil
2512002;Pocinhos;Paraíba;Pocinhos, Paraíba, Brasil
2512036;Poço Dantas;Paraíba;Poço Dantas, Paraíba, Brasil
2512077;Poço de José de Moura;Paraíba;Poço de José de Moura, Paraíba, Brasil
2512101;Pombal;Paraíba;Pombal, Paraíba, Brasil
2512200;Prata;Paraíba;Prata, Paraíba, Brasil
2512309;Princesa Isabel;Paraíba;Princesa Isabel, Paraíba, Brasil
2512408;Puxinanã;Paraíba;Puxinanã, Paraíba, Brasil
2512507;Queimadas;Paraíba;Queimadas, Paraíba, Brasil
2512606;Quixaba;Paraíba;Quixaba, Paraíba, Brasil
2512705;Remígio;Paraíba;Remígio, Paraíba, Brasil
2512747;Riachão;Paraíba;Riachão, Paraíba, Brasil
2512754;Riachão do Bacamarte;Paraíba;Riachão do Bacamarte, Paraíba, Brasil
2512762;Riachão do Poço;Paraíba;Riachão do Poço, Paraíba, Brasil
2512788;Riacho de Santo Antônio;Paraíba;Riacho de Santo Antônio, Paraíba, Brasil
2512804;Riacho dos Cavalos;Paraíba;Riacho dos Cavalos, Paraíba, Brasil
2512903;Rio Tinto;Paraíba;Rio Tinto, Paraíba, Brasil
2513000;Salgadinho;Paraíba;Salgadinho, Paraíba, Brasil
2513109;Salgado de São Félix;Paraíba;Salgado de São Félix, Paraíba, Brasil
2513158;Santa Cecília;Paraíba;Santa Cecília, Paraíba, Brasil
2513208;Santa Cruz;Paraíba;Santa Cruz, Paraíba, Brasil
2513307;Santa Helena;Paraíba;Santa Helena, Paraíba, Brasil
2513356;Santa Inês;Paraíba;Santa Inês, Paraíba, Brasil
2513406;Santa Luzia;Paraíba;Santa Luzia, Paraíba, Brasil
2513703;Santa Rita;Paraíba;Santa Rita, Paraíba, Brasil
2513802;Santa Teresinha;Paraíba;Santa Teresinha, Paraíba, Brasil
2513505;Santana de Mangueira;Paraíba;Santana de Mangueira, Paraíba, Brasil
2513604;Santana dos Garrotes;Paraíba;Santana dos Garrotes, Paraíba, Brasil
2513851;Santo André;Paraíba;Santo André, Paraíba, Brasil
2513927;São Bentinho;Paraíba;São Bentinho, Paraíba, Brasil
2513901;São Bento;Paraíba;São Bento, Paraíba, Brasil
2513968;São Domingos;Paraíba;São Domingos, Paraíba, Brasil
2513943;São Domingos do Cariri;Paraíba;São Domingos do Cariri, Paraíba, Brasil
2513984;São Francisco;Paraíba;São Francisco, Paraíba, Brasil
2514008;São João do Cariri;Paraíba;São João do Cariri, Paraíba, Brasil
2500700;São João do Rio do Peixe;Paraíba;São João do Rio do Peixe, Paraíba, Brasil
2514107;São João do Tigre;Paraíba;São João do Tigre, Paraíba, Brasil
2514206;São José da Lagoa Tapada;Paraíba;São José da Lagoa Tapada, Paraíba, Brasil
2514305;São José de Caiana;Paraíba;São José de Caiana, Paraíba, Brasil
2514404;São José de Espinharas;Paraíba;São José de Espinharas, Paraíba, Brasil
2514503;São José de Piranhas;Paraíba;São José de Piranhas, Paraíba, Brasil
2514552;São José de Princesa;Paraíba;São José de Princesa, Paraíba, Brasil
2514602;São José do Bonfim;Paraíba;São José do Bonfim, Paraíba, Brasil
2514651;São José do Brejo do Cruz;Paraíba;São José do Brejo do Cruz, Paraíba, Brasil
2514701;São José do Sabugi;Paraíba;São José do Sabugi, Paraíba, Brasil
2514800;São José dos Cordeiros;Paraíba;São José dos Cordeiros, Paraíba, Brasil
2514453;São José dos Ramos;Paraíba;São José dos Ramos, Paraíba, Brasil
2514909;São Mamede;Paraíba;São Mamede, Paraíba, Brasil
2515005;São Miguel de Taipu;Paraíba;São Miguel de Taipu, Paraíba, Brasil
2515104;São Sebastião de Lagoa de Roça;Paraíba;São Sebastião de Lagoa de Roça, Paraíba, Brasil
2515203;São Sebastião do Umbuzeiro;Paraíba;São Sebastião do Umbuzeiro, Paraíba, Brasil
2515401;São Vicente do Seridó;Paraíba;São Vicente do Seridó, Paraíba, Brasil
2515302;Sapé;Paraíba;Sapé, Paraíba, Brasil
2515500;Serra Branca;Paraíba;Serra Branca, Paraíba, Brasil
2515609;Serra da Raiz;Paraíba;Serra da Raiz, Paraíba, Brasil
2515708;Serra Grande;Paraíba;Serra Grande, Paraíba, Brasil
2515807;Serra Redonda;Paraíba;Serra Redonda, Paraíba, Brasil
2515906;Serraria;Paraíba;Serraria, Paraíba, Brasil
2515930;Sertãozinho;Paraíba;Sertãozinho, Paraíba, Brasil
2515971;Sobrado;Paraíba;Sobrado, Paraíba, Brasil
2516003;Solânea;Paraíba;Solânea, Paraíba, Brasil
2516102;Soledade;Paraíba;Soledade, Paraíba, Brasil
2516151;Sossêgo;Paraíba;Sossêgo, Paraíba, Brasil
2516201;Sousa;Paraíba;Sousa, Paraíba, Brasil
2516300;Sumé;Paraíba;Sumé, Paraíba, Brasil
2516409;Tacima;Paraíba;Tacima, Paraíba, Brasil
2516508;Taperoá;Paraíba;Taperoá, Paraíba, Brasil
2516607;Tavares;Paraíba;Tavares, Paraíba, Brasil
2516706;Teixeira;Paraíba;Teixeira, Paraíba, Brasil
2516755;Tenório;Paraíba;Tenório, Paraíba, Brasil
2516805;Triunfo;Paraíba;Triunfo, Paraíba, Brasil
2516904;Uiraúna;Paraíba;Uiraúna, Paraíba, Brasil
2517001;Umbuzeiro;Paraíba;Umbuzeiro, Paraíba, Brasil
2517100;Várzea;Paraíba;Várzea, Paraíba, Brasil
2517209;Vieirópolis;Paraíba;Vieirópolis, Paraíba, Brasil
2505501;Vista Serrana;Paraíba;Vista Serrana, Paraíba, Brasil
2517407;Zabelê;Paraíba;Zabelê, Paraíba, Brasil
2600054;Abreu e Lima;Pernambuco;Abreu e Lima, Pernambuco, Brasil
2600104;Afogados da Ingazeira;Pernambuco;Afogados da Ingazeira, Pernambuco, Brasil
2600203;Afrânio;Pernambuco;Afrânio, Pernambuco, Brasil
2600302;Agrestina;Pernambuco;Agrestina, Pernambuco, Brasil
2600401;Água Preta;Pernambuco;Água Preta, Pernambuco, Brasil
2600500;Águas Belas;Pernambuco;Águas Belas, Pernambuco, Brasil
2600609;Alagoinha;Pernambuco;Alagoinha, Pernambuco, Brasil
2600708;Aliança;Pernambuco;Aliança, Pernambuco, Brasil
2600807;Altinho;Pernambuco;Altinho, Pernambuco, Brasil
2600906;Amaraji;Pernambuco;Amaraji, Pernambuco, Brasil
2601003;Angelim;Pernambuco;Angelim, Pernambuco, Brasil
2601052;Araçoiaba;Pernambuco;Araçoiaba, Pernambuco, Brasil
2601102;Araripina;Pernambuco;Araripina, Pernambuco, Brasil
2601201;Arcoverde;Pernambuco;Arcoverde, Pernambuco, Brasil
2601300;Barra de Guabiraba;Pernambuco;Barra de Guabiraba, Pernambuco, Brasil
2601409;Barreiros;Pernambuco;Barreiros, Pernambuco, Brasil
2601508;Belém de Maria;Pernambuco;Belém de Maria, Pernambuco, Brasil
2601607;Belém do São Francisco;Pernambuco;Belém do São Francisco, Pernambuco, Brasil
2601706;Belo Jardim;Pernambuco;Belo Jardim, Pernambuco, Brasil
2601805;Betânia;Pernambuco;Betânia, Pernambuco, Brasil
2601904;Bezerros;Pernambuco;Bezerros, Pernambuco, Brasil
2602001;Bodocó;Pernambuco;Bodocó, Pernambuco, Brasil
2602100;Bom Conselho;Pernambuco;Bom Conselho, Pernambuco, Brasil
2602209;Bom Jardim;Pernambuco;Bom Jardim, Pernambuco, Brasil
2602308;Bonito;Pernambuco;Bonito, Pernambuco, Brasil
2602407;Brejão;Pernambuco;Brejão, Pernambuco, Brasil
2602506;Brejinho;Pernambuco;Brejinho, Pernambuco, Brasil
2602605;Brejo da Madre de Deus;Pernambuco;Brejo da Madre de Deus, Pernambuco, Brasil
2602704;Buenos Aires;Pernambuco;Buenos Aires, Pernambuco, Brasil
2602803;Buíque;Pernambuco;Buíque, Pernambuco, Brasil
2602902;Cabo de Santo Agostinho;Pernambuco;Cabo de Santo Agostinho, Pernambuco, Brasil
2603009;Cabrobó;Pernambuco;Cabrobó, Pernambuco, Brasil
2603108;Cachoeirinha;Pernambuco;Cachoeirinha, Pernambuco, Brasil
2603207;Caetés;Pernambuco;Caetés, Pernambuco, Brasil
2603306;Calçado;Pernambuco;Calçado, Pernambuco, Brasil
2603405;Calumbi;Pernambuco;Calumbi, Pernambuco, Brasil
2603454;Camaragibe;Pernambuco;Camaragibe, Pernambuco, Brasil
2603504;Camocim de São Félix;Pernambuco;Camocim de São Félix, Pernambuco, Brasil
2603603;Camutanga;Pernambuco;Camutanga, Pernambuco, Brasil
2603702;Canhotinho;Pernambuco;Canhotinho, Pernambuco, Brasil
2603801;Capoeiras;Pernambuco;Capoeiras, Pernambuco, Brasil
2603900;Carnaíba;Pernambuco;Carnaíba, Pernambuco, Brasil
2603926;Carnaubeira da Penha;Pernambuco;Carnaubeira da Penha, Pernambuco, Brasil
2604007;Carpina;Pernambuco;Carpina, Pernambuco, Brasil
2604106;Caruaru;Pernambuco;Caruaru, Pernambuco, Brasil
2604155;Casinhas;Pernambuco;Casinhas, Pernambuco, Brasil
2604205;Catende;Pernambuco;Catende, Pernambuco, Brasil
2604304;Cedro;Pernambuco;Cedro, Pernambuco, Brasil
2604403;Chã de Alegria;Pernambuco;Chã de Alegria, Pernambuco, Brasil
2604502;Chã Grande;Pernambuco;Chã Grande, Pernambuco, Brasil
2604601;Condado;Pernambuco;Condado, Pernambuco, Brasil
2604700;Correntes;Pernambuco;Correntes, Pernambuco, Brasil
2604809;Cortês;Pernambuco;Cortês, Pernambuco, Brasil
2604908;Cumaru;Pernambuco;Cumaru, Pernambuco, Brasil
2605004;Cupira;Pernambuco;Cupira, Pernambuco, Brasil
2605103;Custódia;Pernambuco;Custódia, Pernambuco, Brasil
2605152;Dormentes;Pernambuco;Dormentes, Pernambuco, Brasil
2605202;Escada;Pernambuco;Escada, Pernambuco, Brasil
2605301;Exu;Pernambuco;Exu, Pernambuco, Brasil
2605400;Feira Nova;Pernambuco;Feira Nova, Pernambuco, Brasil
2605459;Fernando de Noronha;Pernambuco;Fernando de Noronha, Pernambuco, Brasil
2605509;Ferreiros;Pernambuco;Ferreiros, Pernambuco, Brasil
2605608;Flores;Pernambuco;Flores, Pernambuco, Brasil
2605707;Floresta;Pernambuco;Floresta, Pernambuco, Brasil
2605806;Frei Miguelinho;Pernambuco;Frei Miguelinho, Pernambuco, Brasil
2605905;Gameleira;Pernambuco;Gameleira, Pernambuco, Brasil
2606002;Garanhuns;Pernambuco;Garanhuns, Pernambuco, Brasil
2606101;Glória do Goitá;Pernambuco;Glória do Goitá, Pernambuco, Brasil
2606200;Goiana;Pernambuco;Goiana, Pernambuco, Brasil
2606309;Granito;Pernambuco;Granito, Pernambuco, Brasil
2606408;Gravatá;Pernambuco;Gravatá, Pernambuco, Brasil
2606507;Iati;Pernambuco;Iati, Pernambuco, Brasil
2606606;Ibimirim;Pernambuco;Ibimirim, Pernambuco, Brasil
2606705;Ibirajuba;Pernambuco;Ibirajuba, Pernambuco, Brasil
2606804;Igarassu;Pernambuco;Igarassu, Pernambuco, Brasil
2606903;Iguaracy;Pernambuco;Iguaracy, Pernambuco, Brasil
2607604;Ilha de Itamaracá;Pernambuco;Ilha de Itamaracá, Pernambuco, Brasil
2607000;Inajá;Pernambuco;Inajá, Pernambuco, Brasil
2607109;Ingazeira;Pernambuco;Ingazeira, Pernambuco, Brasil
2607208;Ipojuca;Pernambuco;Ipojuca, Pernambuco, Brasil
2607307;Ipubi;Pernambuco;Ipubi, Pernambuco, Brasil
2607406;Itacuruba;Pernambuco;Itacuruba, Pernambuco, Brasil
2607505;Itaíba;Pernambuco;Itaíba, Pernambuco, Brasil
2607653;Itambé;Pernambuco;Itambé, Pernambuco, Brasil
2607703;Itapetim;Pernambuco;Itapetim, Pernambuco, Brasil
2607752;Itapissuma;Pernambuco;Itapissuma, Pernambuco, Brasil
2607802;Itaquitinga;Pernambuco;Itaquitinga, Pernambuco, Brasil
2607901;Jaboatão dos Guararapes;Pernambuco;Jaboatão dos Guararapes, Pernambuco, Brasil
2607950;Jaqueira;Pernambuco;Jaqueira, Pernambuco, Brasil
2608008;Jataúba;Pernambuco;Jataúba, Pernambuco, Brasil
2608057;Jatobá;Pernambuco;Jatobá, Pernambuco, Brasil
2608107;João Alfredo;Pernambuco;João Alfredo, Pernambuco, Brasil
2608206;Joaquim Nabuco;Pernambuco;Joaquim Nabuco, Pernambuco, Brasil
2608255;Jucati;Pernambuco;Jucati, Pernambuco, Brasil
2608305;Jupi;Pernambuco;Jupi, Pernambuco, Brasil
2608404;Jurema;Pernambuco;Jurema, Pernambuco, Brasil
2608503;Lagoa de Itaenga;Pernambuco;Lagoa de Itaenga, Pernambuco, Brasil
2608453;Lagoa do Carro;Pernambuco;Lagoa do Carro, Pernambuco, Brasil
2608602;Lagoa do Ouro;Pernambuco;Lagoa do Ouro, Pernambuco, Brasil
2608701;Lagoa dos Gatos;Pernambuco;Lagoa dos Gatos, Pernambuco, Brasil
2608750;Lagoa Grande;Pernambuco;Lagoa Grande, Pernambuco, Brasil
2608800;Lajedo;Pernambuco;Lajedo, Pernambuco, Brasil
2608909;Limoeiro;Pernambuco;Limoeiro, Pernambuco, Brasil
2609006;Macaparana;Pernambuco;Macaparana, Pernambuco, Brasil
2609105;Machados;Pernambuco;Machados, Pernambuco, Brasil
2609154;Manari;Pernambuco;Manari, Pernambuco, Brasil
2609204;Maraial;Pernambuco;Maraial, Pernambuco, Brasil
2609303;Mirandiba;Pernambuco;Mirandiba, Pernambuco, Brasil
2614303;Moreilândia;Pernambuco;Moreilândia, Pernambuco, Brasil
2609402;Moreno;Pernambuco;Moreno, Pernambuco, Brasil
2609501;Nazaré da Mata;Pernambuco;Nazaré da Mata, Pernambuco, Brasil
2609600;Olinda;Pernambuco;Olinda, Pernambuco, Brasil
2609709;Orobó;Pernambuco;Orobó, Pernambuco, Brasil
2609808;Orocó;Pernambuco;Orocó, Pernambuco, Brasil
2609907;Ouricuri;Pernambuco;Ouricuri, Pernambuco, Brasil
2610004;Palmares;Pernambuco;Palmares, Pernambuco, Brasil
2610103;Palmeirina;Pernambuco;Palmeirina, Pernambuco, Brasil
2610202;Panelas;Pernambuco;Panelas, Pernambuco, Brasil
2610301;Paranatama;Pernambuco;Paranatama, Pernambuco, Brasil
2610400;Parnamirim;Pernambuco;Parnamirim, Pernambuco, Brasil
2610509;Passira;Pernambuco;Passira, Pernambuco, Brasil
2610608;Paudalho;Pernambuco;Paudalho, Pernambuco, Brasil
2610707;Paulista;Pernambuco;Paulista, Pernambuco, Brasil
2610806;Pedra;Pernambuco;Pedra, Pernambuco, Brasil
2610905;Pesqueira;Pernambuco;Pesqueira, Pernambuco, Brasil
2611002;Petrolândia;Pernambuco;Petrolândia, Pernambuco, Brasil
2611101;Petrolina;Pernambuco;Petrolina, Pernambuco, Brasil
2611200;Poção;Pernambuco;Poção, Pernambuco, Brasil
2611309;Pombos;Pernambuco;Pombos, Pernambuco, Brasil
2611408;Primavera;Pernambuco;Primavera, Pernambuco, Brasil
2611507;Quipapá;Pernambuco;Quipapá, Pernambuco, Brasil
2611533;Quixaba;Pernambuco;Quixaba, Pernambuco, Brasil
2611606;Recife;Pernambuco;Recife, Pernambuco, Brasil
2611705;Riacho das Almas;Pernambuco;Riacho das Almas, Pernambuco, Brasil
2611804;Ribeirão;Pernambuco;Ribeirão, Pernambuco, Brasil
2611903;Rio Formoso;Pernambuco;Rio Formoso, Pernambuco, Brasil
2612000;Sairé;Pernambuco;Sairé, Pernambuco, Brasil
2612109;Salgadinho;Pernambuco;Salgadinho, Pernambuco, Brasil
2612208;Salgueiro;Pernambuco;Salgueiro, Pernambuco, Brasil
2612307;Saloá;Pernambuco;Saloá, Pernambuco, Brasil
2612406;Sanharó;Pernambuco;Sanharó, Pernambuco, Brasil
2612455;Santa Cruz;Pernambuco;Santa Cruz, Pernambuco, Brasil
2612471;Santa Cruz da Baixa Verde;Pernambuco;Santa Cruz da Baixa Verde, Pernambuco, Brasil
2612505;Santa Cruz do Capibaribe;Pernambuco;Santa Cruz do Capibaribe, Pernambuco, Brasil
2612554;Santa Filomena;Pernambuco;Santa Filomena, Pernambuco, Brasil
2612604;Santa Maria da Boa Vista;Pernambuco;Santa Maria da Boa Vista, Pernambuco, Brasil
2612703;Santa Maria do Cambucá;Pernambuco;Santa Maria do Cambucá, Pernambuco, Brasil
2612802;Santa Terezinha;Pernambuco;Santa Terezinha, Pernambuco, Brasil
2612901;São Benedito do Sul;Pernambuco;São Benedito do Sul, Pernambuco, Brasil
2613008;São Bento do Una;Pernambuco;São Bento do Una, Pernambuco, Brasil
2613107;São Caitano;Pernambuco;São Caitano, Pernambuco, Brasil
2613206;São João;Pernambuco;São João, Pernambuco, Brasil
2613305;São Joaquim do Monte;Pernambuco;São Joaquim do Monte, Pernambuco, Brasil
2613404;São José da Coroa Grande;Pernambuco;São José da Coroa Grande, Pernambuco, Brasil
2613503;São José do Belmonte;Pernambuco;São José do Belmonte, Pernambuco, Brasil
2613602;São José do Egito;Pernambuco;São José do Egito, Pernambuco, Brasil
2613701;São Lourenço da Mata;Pernambuco;São Lourenço da Mata, Pernambuco, Brasil
2613800;São Vicente Ferrer;Pernambuco;São Vicente Ferrer, Pernambuco, Brasil
2613909;Serra Talhada;Pernambuco;Serra Talhada, Pernambuco, Brasil
2614006;Serrita;Pernambuco;Serrita, Pernambuco, Brasil
2614105;Sertânia;Pernambuco;Sertânia, Pernambuco, Brasil
2614204;Sirinhaém;Pernambuco;Sirinhaém, Pernambuco, Brasil
2614402;Solidão;Pernambuco;Solidão, Pernambuco, Brasil
2614501;Surubim;Pernambuco;Surubim, Pernambuco, Brasil
2614600;Tabira;Pernambuco;Tabira, Pernambuco, Brasil
2614709;Tacaimbó;Pernambuco;Tacaimbó, Pernambuco, Brasil
2614808;Tacaratu;Pernambuco;Tacaratu, Pernambuco, Brasil
2614857;Tamandaré;Pernambuco;Tamandaré, Pernambuco, Brasil
2615003;Taquaritinga do Norte;Pernambuco;Taquaritinga do Norte, Pernambuco, Brasil
2615102;Terezinha;Pernambuco;Terezinha, Pernambuco, Brasil
2615201;Terra Nova;Pernambuco;Terra Nova, Pernambuco, Brasil
2615300;Timbaúba;Pernambuco;Timbaúba, Pernambuco, Brasil
2615409;Toritama;Pernambuco;Toritama, Pernambuco, Brasil
2615508;Tracunhaém;Pernambuco;Tracunhaém, Pernambuco, Brasil
2615607;Trindade;Pernambuco;Trindade, Pernambuco, Brasil
2615706;Triunfo;Pernambuco;Triunfo, Pernambuco, Brasil
2615805;Tupanatinga;Pernambuco;Tupanatinga, Pernambuco, Brasil
2615904;Tuparetama;Pernambuco;Tuparetama, Pernambuco, Brasil
2616001;Venturosa;Pernambuco;Venturosa, Pernambuco, Brasil
2616100;Verdejante;Pernambuco;Verdejante, Pernambuco, Brasil
2616183;Vertente do Lério;Pernambuco;Vertente do Lério, Pernambuco, Brasil
2616209;Vertentes;Pernambuco;Vertentes, Pernambuco, Brasil
2616308;Vicência;Pernambuco;Vicência, Pernambuco, Brasil
2616407;Vitória de Santo Antão;Pernambuco;Vitória de Santo Antão, Pernambuco, Brasil
2616506;Xexéu;Pernambuco;Xexéu, Pernambuco, Brasil
2700102;Água Branca;Alagoas;Água Branca, Alagoas, Brasil
2700201;Anadia;Alagoas;Anadia, Alagoas, Brasil
2700300;Arapiraca;Alagoas;Arapiraca, Alagoas, Brasil
2700409;Atalaia;Alagoas;Atalaia, Alagoas, Brasil
2700508;Barra de Santo Antônio;Alagoas;Barra de Santo Antônio, Alagoas, Brasil
2700607;Barra de São Miguel;Alagoas;Barra de São Miguel, Alagoas, Brasil
2700706;Batalha;Alagoas;Batalha, Alagoas, Brasil
2700805;Belém;Alagoas;Belém, Alagoas, Brasil
2700904;Belo Monte;Alagoas;Belo Monte, Alagoas, Brasil
2701001;Boca da Mata;Alagoas;Boca da Mata, Alagoas, Brasil
2701100;Branquinha;Alagoas;Branquinha, Alagoas, Brasil
